<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USD000000TOD,1,20160128,111100,77.0110000,77.0490000,76.9970000,77.0000000,5849000
USD000000TOD,1,20160128,111200,77.0040000,77.0210000,76.9600000,76.9850000,3807000
USD000000TOD,1,20160128,111300,76.9700000,77.0700000,76.9570000,77.0540000,8318000
USD000000TOD,1,20160128,111400,77.0500000,77.0500000,76.9810000,77.0080000,1955000
USD000000TOD,1,20160128,111500,77.0010000,77.0160000,76.9800000,76.9810000,3612000
USD000000TOD,1,20160128,111600,77.0190000,77.0400000,77.0000000,77.0000000,662000
USD000000TOD,1,20160128,111700,77.0060000,77.0570000,77.0060000,77.0500000,3918000
USD000000TOD,1,20160128,111800,77.0310000,77.0530000,77.0000000,77.0410000,2505000
USD000000TOD,1,20160128,111900,77.0340000,77.0450000,76.9910000,77.0190000,5333000
USD000000TOD,1,20160128,112000,77.0230000,77.0420000,76.9820000,77.0000000,4538000
USD000000TOD,1,20160128,112100,77.0070000,77.0350000,76.9900000,77.0150000,1264000
USD000000TOD,1,20160128,112200,77.0290000,77.0290000,76.9610000,76.9610000,3453000
USD000000TOD,1,20160128,112300,76.9820000,76.9820000,76.8740000,76.8740000,8972000
USD000000TOD,1,20160128,112400,76.8870000,76.9260000,76.8630000,76.9130000,5654000
USD000000TOD,1,20160128,112500,76.9300000,76.9570000,76.9120000,76.9120000,1041000
USD000000TOD,1,20160128,112600,76.9100000,76.9820000,76.8500000,76.9590000,13990000
USD000000TOD,1,20160128,112700,76.9660000,77.0360000,76.9370000,77.0090000,3317000
USD000000TOD,1,20160128,112800,77.0080000,77.1120000,76.9700000,77.0890000,5964000
USD000000TOD,1,20160128,112900,77.1000000,77.1500000,77.0790000,77.1210000,20232000
USD000000TOD,1,20160128,113000,77.1300000,77.1410000,77.0880000,77.1000000,7214000
USD000000TOD,1,20160128,113100,77.0880000,77.1200000,76.9750000,77.0000000,7113000
USD000000TOD,1,20160128,113200,77.0000000,77.0090000,76.9290000,76.9970000,6535000
USD000000TOD,1,20160128,113300,76.9770000,77.0620000,76.9750000,77.0510000,1298000
USD000000TOD,1,20160128,113400,77.0470000,77.0470000,76.9550000,76.9810000,2634000
USD000000TOD,1,20160128,113500,76.9760000,77.0100000,76.9460000,76.9860000,6188000
USD000000TOD,1,20160128,113600,76.9800000,77.0070000,76.8850000,76.9440000,5723000
USD000000TOD,1,20160128,113700,76.9470000,76.9470000,76.8900000,76.9150000,2858000
USD000000TOD,1,20160128,113800,76.9280000,77.0100000,76.9110000,76.9620000,5748000
USD000000TOD,1,20160128,113900,76.9610000,76.9960000,76.9420000,76.9490000,4569000
USD000000TOD,1,20160128,114000,76.9520000,77.0230000,76.9060000,76.9500000,6042000
USD000000TOD,1,20160128,114100,76.9520000,76.9700000,76.9400000,76.9490000,3657000
USD000000TOD,1,20160128,114200,76.9400000,76.9430000,76.8830000,76.9230000,5998000
USD000000TOD,1,20160128,114300,76.9200000,76.9450000,76.8600000,76.8640000,8146000
USD000000TOD,1,20160128,114400,76.8610000,76.9100000,76.8600000,76.9010000,4604000
USD000000TOD,1,20160128,114500,76.9050000,76.9090000,76.7520000,76.7520000,16594000
USD000000TOD,1,20160128,114600,76.7680000,76.8120000,76.7050000,76.7390000,11148000
USD000000TOD,1,20160128,114700,76.7370000,76.7980000,76.7110000,76.7880000,4198000
USD000000TOD,1,20160128,114800,76.7840000,76.8710000,76.7500000,76.8470000,6084000
USD000000TOD,1,20160128,114900,76.8400000,76.8500000,76.7700000,76.7700000,4231000
USD000000TOD,1,20160128,115000,76.7660000,76.8010000,76.7370000,76.7370000,4740000
USD000000TOD,1,20160128,115100,76.7590000,76.7700000,76.7000000,76.7290000,7982000
USD000000TOD,1,20160128,115200,76.7300000,76.7490000,76.7000000,76.7420000,1309000
USD000000TOD,1,20160128,115300,76.7230000,76.7410000,76.7030000,76.7030000,1332000
USD000000TOD,1,20160128,115400,76.7230000,76.7500000,76.7000000,76.7500000,12998000
USD000000TOD,1,20160128,115500,76.7500000,76.7700000,76.7280000,76.7420000,2569000
USD000000TOD,1,20160128,115600,76.7500000,76.7990000,76.7440000,76.7510000,2282000
USD000000TOD,1,20160128,115700,76.7490000,76.7800000,76.7190000,76.7690000,1603000
USD000000TOD,1,20160128,115800,76.7670000,76.8200000,76.7670000,76.8030000,15634000
USD000000TOD,1,20160128,115900,76.8010000,76.8360000,76.7700000,76.8100000,12848000
USD000000TOD,1,20160128,120000,76.8250000,76.8320000,76.7660000,76.8000000,6653000
USD000000TOD,1,20160128,120100,76.8030000,76.8250000,76.7440000,76.8000000,17339000
USD000000TOD,1,20160128,120200,76.8010000,76.8440000,76.7630000,76.7930000,2560000
USD000000TOD,1,20160128,120300,76.7690000,76.8740000,76.7690000,76.8740000,737000
USD000000TOD,1,20160128,120400,76.8800000,76.9140000,76.8300000,76.8600000,1808000
USD000000TOD,1,20160128,120500,76.8530000,76.9090000,76.7990000,76.8980000,1981000
USD000000TOD,1,20160128,120600,76.9080000,76.9250000,76.8820000,76.9100000,2171000
USD000000TOD,1,20160128,120700,76.8800000,77.0200000,76.8800000,76.9930000,7449000
USD000000TOD,1,20160128,120800,76.9600000,76.9750000,76.9170000,76.9390000,1159000
USD000000TOD,1,20160128,120900,76.9350000,76.9350000,76.8510000,76.8740000,1093000
USD000000TOD,1,20160128,121000,76.9000000,76.9010000,76.8050000,76.8250000,3180000
USD000000TOD,1,20160128,121100,76.8200000,76.8700000,76.8080000,76.8700000,1715000
USD000000TOD,1,20160128,121200,76.8560000,76.8560000,76.8200000,76.8200000,2041000
USD000000TOD,1,20160128,121300,76.8200000,76.8570000,76.7800000,76.8160000,14135000
USD000000TOD,1,20160128,121400,76.8000000,76.9140000,76.8000000,76.9140000,3202000
USD000000TOD,1,20160128,121500,76.9100000,76.9580000,76.8850000,76.9070000,4393000
USD000000TOD,1,20160128,121600,76.9070000,76.9990000,76.8800000,76.9890000,4760000
USD000000TOD,1,20160128,121700,76.9720000,76.9870000,76.9240000,76.9300000,6723000
USD000000TOD,1,20160128,121800,76.9320000,76.9320000,76.8710000,76.9090000,3077000
USD000000TOD,1,20160128,121900,76.8820000,76.8940000,76.8500000,76.8740000,4272000
USD000000TOD,1,20160128,122000,76.8660000,76.8980000,76.8550000,76.8980000,2613000
USD000000TOD,1,20160128,122100,76.8840000,76.9300000,76.8840000,76.9080000,3648000
USD000000TOD,1,20160128,122200,76.9050000,76.9140000,76.8730000,76.8770000,7812000
USD000000TOD,1,20160128,122300,76.8980000,76.9100000,76.8550000,76.9100000,2530000
USD000000TOD,1,20160128,122400,76.9100000,76.9200000,76.8310000,76.8890000,3055000
USD000000TOD,1,20160128,122500,76.8670000,76.8700000,76.8000000,76.8150000,5334000
USD000000TOD,1,20160128,122600,76.8030000,76.8420000,76.7700000,76.7700000,2965000
USD000000TOD,1,20160128,122700,76.7820000,76.7860000,76.7400000,76.7490000,16648000
USD000000TOD,1,20160128,122800,76.7310000,76.7390000,76.6300000,76.6470000,13104000
USD000000TOD,1,20160128,122900,76.6380000,76.7210000,76.5850000,76.6720000,2559000
USD000000TOD,1,20160128,123000,76.6600000,76.6790000,76.6190000,76.6670000,2259000
USD000000TOD,1,20160128,123100,76.6770000,76.6770000,76.6100000,76.6250000,3857000
USD000000TOD,1,20160128,123200,76.6200000,76.6200000,76.5600000,76.5940000,5283000
USD000000TOD,1,20160128,123300,76.6020000,76.6380000,76.5850000,76.5920000,5109000
USD000000TOD,1,20160128,123400,76.5940000,76.6000000,76.5600000,76.5710000,3529000
USD000000TOD,1,20160128,123500,76.5700000,76.6240000,76.5630000,76.5900000,11284000
USD000000TOD,1,20160128,123600,76.5900000,76.6200000,76.5800000,76.6070000,6961000
USD000000TOD,1,20160128,123700,76.5960000,76.6200000,76.5550000,76.5670000,5601000
USD000000TOD,1,20160128,123800,76.5970000,76.5990000,76.5000000,76.5600000,2557000
USD000000TOD,1,20160128,123900,76.5490000,76.5490000,76.5030000,76.5130000,2797000
USD000000TOD,1,20160128,124000,76.5100000,76.5270000,76.4500000,76.4510000,6974000
USD000000TOD,1,20160128,124100,76.4580000,76.5350000,76.4570000,76.5060000,3890000
USD000000TOD,1,20160128,124200,76.5270000,76.5620000,76.5140000,76.5180000,1536000
USD000000TOD,1,20160128,124300,76.5370000,76.5370000,76.4280000,76.4700000,3903000
USD000000TOD,1,20160128,124400,76.4530000,76.4820000,76.3880000,76.4020000,9116000
USD000000TOD,1,20160128,124500,76.3870000,76.4340000,76.2100000,76.2570000,13120000
USD000000TOD,1,20160128,124600,76.2570000,76.2840000,76.1500000,76.1580000,16040000
USD000000TOD,1,20160128,124700,76.1710000,76.1820000,76.0200000,76.0700000,15876000
USD000000TOD,1,20160128,124800,76.0500000,76.1360000,76.0340000,76.0960000,8215000
USD000000TOD,1,20160128,124900,76.0960000,76.0960000,76.0100000,76.0100000,7214000
USD000000TOD,1,20160128,125000,76.0220000,76.1480000,76.0110000,76.0500000,5325000
USD000000TOD,1,20160128,125100,76.0610000,76.1140000,76.0270000,76.0690000,9341000
USD000000TOD,1,20160128,125200,76.0500000,76.0750000,75.9280000,75.9990000,15520000
USD000000TOD,1,20160128,125300,75.9580000,75.9900000,75.8440000,75.8870000,6617000
USD000000TOD,1,20160128,125400,75.8820000,75.8960000,75.8210000,75.8670000,13906000
USD000000TOD,1,20160128,125500,75.8610000,75.9360000,75.8390000,75.9350000,10962000
USD000000TOD,1,20160128,125600,75.9150000,75.9860000,75.9150000,75.9790000,11680000
USD000000TOD,1,20160128,125700,75.9810000,76.0930000,75.9680000,76.0930000,12152000
USD000000TOD,1,20160128,125800,76.0950000,76.1530000,76.0470000,76.1530000,10718000
USD000000TOD,1,20160128,125900,76.1530000,76.1630000,76.0700000,76.0790000,4039000
USD000000TOD,1,20160128,130000,76.1000000,76.1200000,76.0500000,76.0550000,3208000
USD000000TOD,1,20160128,130100,76.0100000,76.0570000,76.0000000,76.0400000,2702000
USD000000TOD,1,20160128,130200,76.0420000,76.1220000,76.0420000,76.0990000,14685000
USD000000TOD,1,20160128,130300,76.0990000,76.0990000,75.9310000,75.9310000,10946000
USD000000TOD,1,20160128,130400,75.9300000,76.0320000,75.9190000,76.0320000,4560000
USD000000TOD,1,20160128,130500,76.0500000,76.0770000,76.0340000,76.0410000,2407000
USD000000TOD,1,20160128,130600,76.0400000,76.1740000,76.0200000,76.1650000,2784000
USD000000TOD,1,20160128,130700,76.1530000,76.1830000,76.0680000,76.1830000,4217000
USD000000TOD,1,20160128,130800,76.1900000,76.2050000,76.1060000,76.1650000,2680000
USD000000TOD,1,20160128,130900,76.1530000,76.1590000,76.0510000,76.0620000,1617000
USD000000TOD,1,20160128,131000,76.0810000,76.2040000,76.0740000,76.1910000,2809000
USD000000TOD,1,20160128,131100,76.2080000,76.2190000,76.1420000,76.1550000,2476000
USD000000TOD,1,20160128,131200,76.1410000,76.1710000,76.0900000,76.0960000,1178000
USD000000TOD,1,20160128,131300,76.1020000,76.2020000,76.1000000,76.2020000,2444000
USD000000TOD,1,20160128,131400,76.2100000,76.2500000,76.1760000,76.2050000,1423000
USD000000TOD,1,20160128,131500,76.1860000,76.1870000,76.0700000,76.1000000,5274000
USD000000TOD,1,20160128,131600,76.1160000,76.1700000,76.1030000,76.1510000,4132000
USD000000TOD,1,20160128,131700,76.1500000,76.2160000,76.1480000,76.1810000,4023000
USD000000TOD,1,20160128,131800,76.2000000,76.2060000,76.1440000,76.1970000,2219000
USD000000TOD,1,20160128,131900,76.1980000,76.2170000,76.1780000,76.1780000,1944000
USD000000TOD,1,20160128,132000,76.2000000,76.2200000,76.1730000,76.2110000,1674000
USD000000TOD,1,20160128,132100,76.2020000,76.3870000,76.2020000,76.3300000,23930000
USD000000TOD,1,20160128,132200,76.3500000,76.3710000,76.2750000,76.3050000,7119000
USD000000TOD,1,20160128,132300,76.3140000,76.3190000,76.2860000,76.2980000,1613000
USD000000TOD,1,20160128,132400,76.2780000,76.3900000,76.2780000,76.3550000,7558000
USD000000TOD,1,20160128,132500,76.3510000,76.4230000,76.3510000,76.3630000,4675000
USD000000TOD,1,20160128,132600,76.3500000,76.4460000,76.3500000,76.4000000,6103000
USD000000TOD,1,20160128,132700,76.4050000,76.4600000,76.3750000,76.4470000,2378000
USD000000TOD,1,20160128,132800,76.4540000,76.4660000,76.4030000,76.4030000,7328000
USD000000TOD,1,20160128,132900,76.4260000,76.5330000,76.4260000,76.5210000,13222000
USD000000TOD,1,20160128,133000,76.5210000,76.6610000,76.5070000,76.6300000,10243000
USD000000TOD,1,20160128,133100,76.6300000,76.6300000,76.5000000,76.5490000,5608000
USD000000TOD,1,20160128,133200,76.5330000,76.5630000,76.5030000,76.5120000,4431000
USD000000TOD,1,20160128,133300,76.5120000,76.5400000,76.4420000,76.4420000,13791000
USD000000TOD,1,20160128,133400,76.4650000,76.4660000,76.2300000,76.4000000,39041000
USD000000TOD,1,20160128,133500,76.4080000,76.4840000,76.3650000,76.4000000,6057000
USD000000TOD,1,20160128,133600,76.4120000,76.4900000,76.4100000,76.4500000,2197000
USD000000TOD,1,20160128,133700,76.4290000,76.5300000,76.4290000,76.5110000,4054000
USD000000TOD,1,20160128,133800,76.5200000,76.5250000,76.4370000,76.4910000,3671000
USD000000TOD,1,20160128,133900,76.4520000,76.5130000,76.4450000,76.4520000,11101000
USD000000TOD,1,20160128,134000,76.4710000,76.4710000,76.4200000,76.4360000,5447000
USD000000TOD,1,20160128,134100,76.4330000,76.4460000,76.4150000,76.4340000,2982000
USD000000TOD,1,20160128,134200,76.4530000,76.4530000,76.3290000,76.3560000,9147000
USD000000TOD,1,20160128,134300,76.3330000,76.3390000,76.2830000,76.3240000,5087000
USD000000TOD,1,20160128,134400,76.3260000,76.3680000,76.3140000,76.3160000,2094000
USD000000TOD,1,20160128,134500,76.3390000,76.3540000,76.3370000,76.3510000,938000
USD000000TOD,1,20160128,134600,76.3370000,76.3500000,76.2980000,76.3070000,7192000
USD000000TOD,1,20160128,134700,76.3100000,76.3450000,76.2990000,76.3290000,1837000
USD000000TOD,1,20160128,134800,76.3420000,76.3420000,76.2900000,76.2900000,1224000
USD000000TOD,1,20160128,134900,76.2990000,76.3130000,76.2400000,76.2470000,2161000
USD000000TOD,1,20160128,135000,76.2440000,76.2840000,76.2200000,76.2820000,2431000
USD000000TOD,1,20160128,135100,76.2930000,76.2990000,76.2650000,76.2650000,1428000
USD000000TOD,1,20160128,135200,76.2930000,76.3430000,76.2880000,76.3390000,16219000
USD000000TOD,1,20160128,135300,76.3330000,76.4040000,76.3230000,76.3660000,4079000
USD000000TOD,1,20160128,135400,76.3730000,76.3910000,76.3500000,76.3500000,3158000
USD000000TOD,1,20160128,135500,76.3400000,76.3470000,76.3080000,76.3280000,2013000
USD000000TOD,1,20160128,135600,76.3280000,76.4000000,76.3070000,76.3900000,11825000
USD000000TOD,1,20160128,135700,76.3680000,76.4050000,76.3490000,76.3970000,5125000
USD000000TOD,1,20160128,135800,76.3800000,76.4000000,76.3680000,76.3840000,1303000
USD000000TOD,1,20160128,135900,76.3710000,76.3950000,76.3490000,76.3490000,1298000
USD000000TOD,1,20160128,140000,76.3640000,76.4460000,76.3640000,76.4450000,13521000
USD000000TOD,1,20160128,140100,76.4140000,76.4580000,76.4050000,76.4460000,4871000
USD000000TOD,1,20160128,140200,76.4220000,76.4460000,76.4100000,76.4100000,4854000
USD000000TOD,1,20160128,140300,76.4000000,76.4460000,76.4000000,76.4290000,306000
USD000000TOD,1,20160128,140400,76.4450000,76.4500000,76.4100000,76.4240000,10077000
USD000000TOD,1,20160128,140500,76.4410000,76.5170000,76.4410000,76.5170000,2869000
USD000000TOD,1,20160128,140600,76.5060000,76.5500000,76.4880000,76.5500000,3063000
USD000000TOD,1,20160128,140700,76.5550000,76.6000000,76.5430000,76.5610000,1848000
USD000000TOD,1,20160128,140800,76.5590000,76.6900000,76.5520000,76.6220000,6723000
USD000000TOD,1,20160128,140900,76.6300000,76.6300000,76.5280000,76.5280000,4609000
USD000000TOD,1,20160128,141000,76.5470000,76.5470000,76.4570000,76.4570000,2277000
USD000000TOD,1,20160128,141100,76.4640000,76.4940000,76.4020000,76.4020000,3330000
USD000000TOD,1,20160128,141200,76.4020000,76.4920000,76.4010000,76.4850000,1037000
USD000000TOD,1,20160128,141300,76.4700000,76.4780000,76.4290000,76.4550000,817000
USD000000TOD,1,20160128,141400,76.4400000,76.5000000,76.4140000,76.4150000,3858000
USD000000TOD,1,20160128,141500,76.4010000,76.4500000,76.4010000,76.4190000,3814000
USD000000TOD,1,20160128,141600,76.4200000,76.4200000,76.3380000,76.3530000,3808000
USD000000TOD,1,20160128,141700,76.3680000,76.3910000,76.3180000,76.3540000,5666000
USD000000TOD,1,20160128,141800,76.3560000,76.3560000,76.3000000,76.3070000,2585000
USD000000TOD,1,20160128,141900,76.2970000,76.3570000,76.2970000,76.3570000,1028000
USD000000TOD,1,20160128,142000,76.3400000,76.3870000,76.3330000,76.3870000,981000
USD000000TOD,1,20160128,142100,76.3970000,76.4000000,76.3310000,76.3610000,2370000
USD000000TOD,1,20160128,142200,76.3500000,76.3560000,76.3300000,76.3500000,2908000
USD000000TOD,1,20160128,142300,76.3500000,76.3740000,76.3200000,76.3310000,1188000
USD000000TOD,1,20160128,142400,76.3310000,76.3700000,76.3310000,76.3680000,991000
USD000000TOD,1,20160128,142500,76.3680000,76.4130000,76.3650000,76.4090000,960000
USD000000TOD,1,20160128,142600,76.4140000,76.4890000,76.4140000,76.4770000,4302000
USD000000TOD,1,20160128,142700,76.4700000,76.4840000,76.4120000,76.4600000,3471000
USD000000TOD,1,20160128,142800,76.4560000,76.4950000,76.4400000,76.4930000,4552000
USD000000TOD,1,20160128,142900,76.4930000,76.5030000,76.4700000,76.4960000,5279000
USD000000TOD,1,20160128,143000,76.4960000,76.4960000,76.4610000,76.4710000,1302000
USD000000TOD,1,20160128,143100,76.4850000,76.5030000,76.4590000,76.4730000,776000
USD000000TOD,1,20160128,143200,76.4740000,76.5030000,76.4200000,76.4660000,6767000
USD000000TOD,1,20160128,143300,76.4600000,76.4600000,76.4020000,76.4350000,2208000
USD000000TOD,1,20160128,143400,76.4420000,76.4800000,76.4400000,76.4800000,4296000
USD000000TOD,1,20160128,143500,76.4710000,76.5030000,76.4430000,76.4680000,7124000
USD000000TOD,1,20160128,143600,76.4810000,76.5450000,76.4720000,76.5150000,17985000
USD000000TOD,1,20160128,143700,76.5140000,76.5300000,76.4880000,76.5300000,8399000
USD000000TOD,1,20160128,143800,76.5470000,76.6200000,76.5420000,76.6200000,3865000
USD000000TOD,1,20160128,143900,76.6200000,76.7220000,76.6010000,76.7220000,2753000
USD000000TOD,1,20160128,144000,76.7200000,76.7720000,76.6850000,76.7710000,7187000
USD000000TOD,1,20160128,144100,76.7770000,76.8240000,76.6950000,76.6950000,4368000
USD000000TOD,1,20160128,144200,76.7000000,76.7070000,76.6130000,76.6400000,1552000
USD000000TOD,1,20160128,144300,76.6380000,76.7100000,76.6100000,76.7100000,1963000
USD000000TOD,1,20160128,144400,76.7460000,76.7890000,76.6810000,76.6950000,2004000
USD000000TOD,1,20160128,144500,76.7070000,76.7950000,76.6900000,76.6900000,5113000
USD000000TOD,1,20160128,144600,76.6670000,76.8140000,76.6670000,76.7550000,4151000
USD000000TOD,1,20160128,144700,76.7510000,76.8590000,76.7510000,76.8010000,11662000
USD000000TOD,1,20160128,144800,76.7950000,76.8560000,76.7910000,76.7970000,7866000
USD000000TOD,1,20160128,144900,76.8060000,76.8500000,76.7610000,76.8200000,6328000
USD000000TOD,1,20160128,145000,76.8030000,76.8180000,76.7530000,76.8060000,3529000
USD000000TOD,1,20160128,145100,76.7950000,76.8010000,76.5530000,76.5840000,23532000
USD000000TOD,1,20160128,145200,76.5810000,76.6620000,76.5200000,76.6500000,8793000
USD000000TOD,1,20160128,145300,76.6000000,76.6120000,76.4500000,76.4510000,12566000
USD000000TOD,1,20160128,145400,76.4500000,76.4930000,76.3500000,76.4500000,6617000
USD000000TOD,1,20160128,145500,76.4670000,76.5400000,76.4220000,76.4220000,4592000
USD000000TOD,1,20160128,145600,76.4260000,76.4500000,76.3200000,76.3640000,5153000
USD000000TOD,1,20160128,145700,76.3770000,76.4960000,76.3200000,76.4270000,5013000
USD000000TOD,1,20160128,145800,76.4900000,76.5090000,76.4000000,76.4370000,1376000
USD000000TOD,1,20160128,145900,76.4360000,76.4510000,76.3370000,76.4040000,2050000
USD000000TOD,1,20160128,150000,76.4150000,76.5480000,76.4070000,76.5300000,4743000
USD000000TOD,1,20160128,150100,76.5300000,76.7440000,76.5290000,76.6630000,5953000
USD000000TOD,1,20160128,150200,76.6520000,76.6520000,76.5900000,76.6060000,2085000
USD000000TOD,1,20160128,150300,76.5990000,76.6290000,76.5590000,76.5920000,7432000
USD000000TOD,1,20160128,150400,76.5930000,76.5930000,76.4840000,76.5430000,819000
USD000000TOD,1,20160128,150500,76.5500000,76.7440000,76.5500000,76.6480000,6799000
USD000000TOD,1,20160128,150600,76.6200000,76.7000000,76.6060000,76.6970000,570000
USD000000TOD,1,20160128,150700,76.6200000,76.7410000,76.5830000,76.6900000,5042000
USD000000TOD,1,20160128,150800,76.6100000,76.7090000,76.5780000,76.6980000,1882000
USD000000TOD,1,20160128,150900,76.6940000,76.7670000,76.6800000,76.7000000,5743000
USD000000TOD,1,20160128,151000,76.6950000,76.7380000,76.6670000,76.7280000,576000
USD000000TOD,1,20160128,151100,76.7350000,76.7350000,76.6300000,76.6860000,1007000
USD000000TOD,1,20160128,151200,76.7300000,76.7650000,76.7230000,76.7540000,976000
USD000000TOD,1,20160128,151300,76.7500000,76.7740000,76.7010000,76.7400000,2007000
USD000000TOD,1,20160128,151400,76.7270000,76.7270000,76.6270000,76.6870000,2476000
USD000000TOD,1,20160128,151500,76.6560000,76.6600000,76.6000000,76.6050000,499000
USD000000TOD,1,20160128,151600,76.6140000,76.7000000,76.6000000,76.6000000,2879000
USD000000TOD,1,20160128,151700,76.6550000,76.6650000,76.5930000,76.6380000,1100000
USD000000TOD,1,20160128,151800,76.6460000,76.7000000,76.6460000,76.6500000,2470000
USD000000TOD,1,20160128,151900,76.6600000,76.7400000,76.6600000,76.7280000,4019000
USD000000TOD,1,20160128,152000,76.7200000,76.7400000,76.6970000,76.7190000,3959000
USD000000TOD,1,20160128,152100,76.7170000,76.7430000,76.7000000,76.7230000,1191000
USD000000TOD,1,20160128,152200,76.7120000,76.7180000,76.6600000,76.6790000,1170000
USD000000TOD,1,20160128,152300,76.6930000,76.7180000,76.6870000,76.7070000,460000
USD000000TOD,1,20160128,152400,76.7040000,76.7040000,76.6840000,76.6840000,72000
USD000000TOD,1,20160128,152500,76.6820000,76.6950000,76.6800000,76.6940000,207000
USD000000TOD,1,20160128,152600,76.6900000,76.6900000,76.6340000,76.6580000,492000
USD000000TOD,1,20160128,152700,76.6700000,76.6700000,76.6300000,76.6500000,547000
USD000000TOD,1,20160128,152800,76.6470000,76.6490000,76.5840000,76.5920000,2398000
USD000000TOD,1,20160128,152900,76.5850000,76.5850000,76.5200000,76.5380000,3033000
USD000000TOD,1,20160128,153000,76.5330000,76.5430000,76.4600000,76.4610000,4730000
USD000000TOD,1,20160128,153100,76.4600000,76.5000000,76.4030000,76.4900000,12774000
USD000000TOD,1,20160128,153200,76.4920000,76.5130000,76.3700000,76.3900000,2631000
USD000000TOD,1,20160128,153300,76.3860000,76.4140000,76.3300000,76.4100000,2570000
USD000000TOD,1,20160128,153400,76.4150000,76.4310000,76.3430000,76.4260000,1527000
USD000000TOD,1,20160128,153500,76.4390000,76.5270000,76.4320000,76.5180000,632000
USD000000TOD,1,20160128,153600,76.4660000,76.5310000,76.4660000,76.5280000,2910000
USD000000TOD,1,20160128,153700,76.5210000,76.5300000,76.5090000,76.5300000,215000
USD000000TOD,1,20160128,153800,76.5110000,76.5110000,76.4540000,76.4940000,2094000
USD000000TOD,1,20160128,153900,76.4740000,76.4920000,76.3800000,76.3880000,6820000
USD000000TOD,1,20160128,154000,76.3930000,76.4540000,76.3700000,76.4160000,2085000
USD000000TOD,1,20160128,154100,76.4150000,76.4620000,76.4150000,76.4590000,383000
USD000000TOD,1,20160128,154200,76.4390000,76.4990000,76.4000000,76.4990000,3971000
USD000000TOD,1,20160128,154300,76.4810000,76.5260000,76.4590000,76.4770000,2148000
USD000000TOD,1,20160128,154400,76.4570000,76.4880000,76.4560000,76.4590000,95000
USD000000TOD,1,20160128,154500,76.4550000,76.5500000,76.4550000,76.5500000,1091000
USD000000TOD,1,20160128,154600,76.5400000,76.5400000,76.4770000,76.4770000,1717000
USD000000TOD,1,20160128,154700,76.4790000,76.5220000,76.4560000,76.5190000,1675000
USD000000TOD,1,20160128,154800,76.5200000,76.5480000,76.5120000,76.5480000,797000
USD000000TOD,1,20160128,154900,76.5330000,76.6000000,76.5280000,76.5760000,3523000
USD000000TOD,1,20160128,155000,76.5630000,76.6100000,76.5630000,76.5980000,1332000
USD000000TOD,1,20160128,155100,76.6000000,76.7100000,76.6000000,76.7070000,1526000
USD000000TOD,1,20160128,155200,76.7200000,76.7300000,76.6670000,76.6740000,812000
USD000000TOD,1,20160128,155300,76.7000000,76.7310000,76.6970000,76.7020000,1024000
USD000000TOD,1,20160128,155400,76.6740000,76.6830000,76.5490000,76.5720000,4756000
USD000000TOD,1,20160128,155500,76.5720000,76.5720000,76.4740000,76.4770000,2035000
USD000000TOD,1,20160128,155600,76.5010000,76.5580000,76.4500000,76.4500000,270000
USD000000TOD,1,20160128,155700,76.4540000,76.4940000,76.4360000,76.4690000,1303000
USD000000TOD,1,20160128,155800,76.4490000,76.4970000,76.4230000,76.4670000,1663000
USD000000TOD,1,20160128,155900,76.4500000,76.4990000,76.4500000,76.4870000,1558000
USD000000TOD,1,20160128,160000,76.4570000,76.4660000,76.4110000,76.4180000,2181000
USD000000TOD,1,20160128,160100,76.4460000,76.5430000,76.4340000,76.4350000,2675000
USD000000TOD,1,20160128,160200,76.4370000,76.4710000,76.4040000,76.4270000,2224000
USD000000TOD,1,20160128,160300,76.4230000,76.4620000,76.4000000,76.4150000,1231000
USD000000TOD,1,20160128,160400,76.4090000,76.4090000,76.3100000,76.3110000,5061000
USD000000TOD,1,20160128,160500,76.3110000,76.3970000,76.2930000,76.3730000,5324000
USD000000TOD,1,20160128,160600,76.3880000,76.4850000,76.3730000,76.4620000,2220000
USD000000TOD,1,20160128,160700,76.4400000,76.4620000,76.4300000,76.4620000,1069000
USD000000TOD,1,20160128,160800,76.4540000,76.4540000,76.4040000,76.4060000,666000
USD000000TOD,1,20160128,160900,76.4200000,76.4400000,76.3900000,76.4400000,1630000
USD000000TOD,1,20160128,161000,76.4590000,76.5330000,76.4590000,76.5100000,864000
USD000000TOD,1,20160128,161100,76.5040000,76.5480000,76.4940000,76.5100000,2470000
USD000000TOD,1,20160128,161200,76.5000000,76.5090000,76.4280000,76.4300000,1948000
USD000000TOD,1,20160128,161300,76.4500000,76.5100000,76.4430000,76.5040000,742000
USD000000TOD,1,20160128,161400,76.4930000,76.5160000,76.4710000,76.5140000,2066000
USD000000TOD,1,20160128,161500,76.5140000,76.6300000,76.5040000,76.5820000,3659000
USD000000TOD,1,20160128,161600,76.5590000,76.6000000,76.4910000,76.5900000,4888000
USD000000TOD,1,20160128,161700,76.5900000,76.6800000,76.5900000,76.6650000,1605000
USD000000TOD,1,20160128,161800,76.6700000,76.7100000,76.6490000,76.6570000,3897000
USD000000TOD,1,20160128,161900,76.6830000,76.6920000,76.5750000,76.6120000,1454000
USD000000TOD,1,20160128,162000,76.6250000,76.6540000,76.6180000,76.6420000,442000
