ACCESS_METHOD,ALGO_TYPE,AUDIT_ID,CCY_CONTRA,CCY_DEALT,COMPOSITE,CP_ACCOUNT,CP_BIC,CP_CLIENT,CP_FLOOR,CP_FLOOR_KEY,CP_INSTITUTION,CP_INSTITUTION_KEY,CP_LEI,CP_ROLE,CP_SI_BANK,CP_SI_BANK_ACC,CP_SI_BANK_BIC,CP_SI_BANK_CITYCODE,CP_SI_BANK_LOCATION,CP_SI_CCY,CP_SI_TYPE,CP_TRADER,DATE_MATURITY,DATE_SETTLEMENT,DOMAIN_ID,ECN,ECP_ACCOUNT,ECP_BIC,ECP_CLIENT,ECP_EXEC_ID,ECP_FLOOR,ECP_FLOOR_KEY,ECP_INSTITUTION,ECP_INSTITUTION_KEY,ECP_LEI,ECP_ORDER_ID,ECP_ROLE,ECP_TRADER,EFP_ACCOUNT,EFP_BIC,EFP_CLIENT,EFP_EBS_ORDER_ID,EFP_EXEC_ID,EFP_EXEC_SIDE,EFP_FLOOR,EFP_FLOOR_KEY,EFP_INSTITUTION,EFP_INSTITUTION_KEY,EFP_LEI,EFP_ORDER_ID,EFP_ROLE,EFP_TRADER,END_DATE,EXEC_ID,FP_ACCOUNT,FP_BIC,FP_CLIENT,FP_EXEC_SIDE,FP_FLOOR,FP_FLOOR_KEY,FP_INSTITUTION,FP_INSTITUTION_KEY,FP_LEI,FP_ROLE,FP_SIDE,FP_SI_BANK,FP_SI_BANK_ACC,FP_SI_BANK_BIC,FP_SI_BANK_CITYCODE,FP_SI_BANK_LOCATION,FP_SI_CCY,FP_SI_TYPE,FP_TRADER,GENERATION,ID,INSTR_PRODUCT_TYPE,INSTR_SEC_ID,INSTR_SYMBOL,IS_TERM_CCY,LEG_TYPE,MARKET_SEGMENT,ORD_SUBMITTER_SOURCE,ORD_SUBMITTER_TYPE,PX_ALLIN,PX_BD_BASE,PX_BD_ECOM,PX_BD_EXP,PX_BD_SALES,PX_BD_TRADER,PX_BD_VENUE,PX_EFFECTIVE,PX_EFFECTIVE_EXP,PX_EXP,PX_FWDP_ALLIN,PX_FWDP_BD_BASE,PX_FWDP_BD_ECOM,PX_FWDP_BD_EXP,PX_FWDP_BD_SALES,PX_FWDP_BD_TRADER,PX_FWDP_BD_VENUE,PX_FWDP_EXP,PX_PRIME_SPREAD,PX_PRIME_SPREAD_EXP,PX_SPOT_ALLIN,PX_SPOT_BD_BASE,PX_SPOT_BD_ECOM,PX_SPOT_BD_EXP,PX_SPOT_BD_SALES,PX_SPOT_BD_TRADER,PX_SPOT_BD_VENUE,PX_SPOT_EXP,PX_SWAP_POINTS,PX_SWAP_POINTS_EXP,QTY_CNTR,QTY_CNTR_EXP,QTY_DEALT,QTY_DEALT_EXP,SPOT_SETTL_DATE,TENOR_TYPE,TENOR_VALUE,TICKET_TYPE,TRADE_DATE,TRADE_TYPE,TXN_TIME,VC_PX_ALLIN,VC_PX_EFFECTIVE,VC_PX_FWDP_ALLIN,VC_PX_PRIME_SPREAD,VC_PX_SWAP_POINTS,VC_QTY_CNTR,VC_QTY_DEALT
5,4,20,JPY,EUR,0,LCRJ,LCRJLCRJ,,LCRJ,4161,LCRJ,910,,A,,,LCRJLCRJ,,,EUR,0,,,1454284800000,0,2,LPRD,LPRDLPRD,,46231946_4,LPRD,4076,ZRBS,926,,,E,,R4J2,R4J2R4J2,,0100-2400-0024,,T,R4J2,4195,R4J2,893,,LN2-1446727831927-6,C,L14,1454284800000,FF0A-0014-0000-07,R4J2,R4J2R4J2,,T,R4J2,4195,R4J2,893,,C,1,,,R4J2R4J2,,,JPY,0,L14,0,FF0A-0014-0000-07-1CA001,3,19703626335879202,EUR/JPY,0,1,4,Sapphire,Manual,129211000,,,,,,,129211000,-6,-6,0,,,,,,,-6,,,129211,,,,,,,-3,-50000,-6,12921100000,-2,1,6,1454457600000,12,1,2,1454284800000,2,1454329315817,0.129211E3,0.129211E3,0.0,,-0.5E-1,0.129211E9,0.1E7
5,4,20,JPY,EUR,0,LCRJ,LCRJLCRJ,,LCRJ,4161,LCRJ,910,,A,,,LCRJLCRJ,,,JPY,0,,,1454284800000,0,2,LPRD,LPRDLPRD,,46231946_4,LPRD,4076,ZRBS,926,,,E,,R4J2,R4J2R4J2,,0100-2400-0024,,T,R4J2,4195,R4J2,893,,LN2-1446727831927-6,C,L14,1454284800000,FF0A-0014-0000-07,R4J2,R4J2R4J2,,T,R4J2,4195,R4J2,893,,C,0,,,R4J2R4J2,,,EUR,0,L14,0,FF0A-0014-0000-07-1CA002,3,19703626335879202,EUR/JPY,0,2,4,Sapphire,Manual,129161000,,,,,,,129161000,-6,-6,-50000,,,,,,,-6,,,129211,,,,,,,-3,-50000,-6,12916100000,-2,1,6,1454457600000,3,1,2,1454284800000,2,1454329315817,0.129161E3,0.129161E3,-0.5E-1,,-0.5E-1,0.129161E9,0.1E7
5,1,9,RUB,USD,0,LCRE,LCRELCRE,,LCRE,4156,LCRE,1111,,A,,,LCRELCRE,,,RUB,0,,,1454284800000,0,2,LPRC,LPRCLPRC,,3,LPRC,4075,ZSCB,961,,,E,,R3E1,R3E1R3E1,,0100-2400-0014,,T,R3E1,4184,R3E1,1097,,LN2-1446722296089-3,C,LN5,1454284800000,FF64-0E70-0003-00,R3E1,R3E1R3E1,,T,R3E1,4184,R3E1,1097,,C,0,,,R3E1R3E1,,,USD,0,LN5,0,FF64-0E70-0003-00-1CA000,0,1900685,USD/RUB,0,0,2,Sapphire,Manual,528604,,,,,,,528604,-4,-4,,,,,,,,,,,,,,,,,,,,,5286040000,-2,1000000,0,1454457600000,12,1,2,1454284800000,2,1454329315712,0.528604E2,0.528604E2,,,,0.528604E8,0.1E7
5,4,1,USD,EUR,0,LPRK,LPRKLPRK,,LPRK,4164,LPRK,887,,A,,,LPRKLPRK,,,USD,0,,,1454284800000,0,2,LPRK,R4KAR4KA,,44766447_3,R4KA,4201,LPRK,887,,,C,,RA78,RA78RA78,,0100-2400-001E,,T,RA78,4370,RA78,1053,,IS1-1446726366281-1,C,IS1,1454284800000,FF0A-0014-0000-04,1PSD,PDD1PDD1,,T,1PDD,4236,1PSD,967,,B,0,,,PDD1PDD1,,,EUR,0,,0,FF0A-0014-0000-04-100000,2,8599306274,EUR/USD,0,0,4,Sapphire,Manual,112766000,,,,,,,112766000,-8,-8,4000,,,,,,,-8,,,112762,,,,,,,-5,,,399545161,-2,3543135,0,1454457600000,1,0,0,1454284800000,2,1454329315652,0.112766E1,0.112766E1,0.4E-4,,,0.399545161E7,0.3543135E7
5,4,1,USD,EUR,0,RA78,RA78RA78,,RA78,4370,RA78,1053,,C,,,RA78RA78,,,EUR,0,IS1,,1454284800000,0,2,LPRK,R4KAR4KA,,44766447_3,R4KA,4201,LPRK,887,,,C,,RA78,RA78RA78,,0100-2400-001E,,T,RA78,4370,RA78,1053,,IS1-1446726366281-1,C,IS1,1454284800000,FF0A-0014-0000-04,1PSD,PDD1PDD1,,M,1PDD,4236,1PSD,967,,B,1,,,PDD1PDD1,,,USD,0,,0,FF0A-0014-0000-04-1BC000,2,8599306274,EUR/USD,0,0,4,Sapphire,Manual,112766000,,,,,,,112766000,-8,-8,4000,,,,,,,-8,,,112762,,,,,,,-5,,,399545161,-2,3543135,0,1454457600000,1,0,1,1454284800000,2,1454329315652,0.112766E1,0.112766E1,0.4E-4,,,0.399545161E7,0.3543135E7
5,4,2,USD,EUR,0,XXYY,LPRMLPRM,,LPRM,4166,LPRM,889,,A,,,LPRMLPRM,,,EUR,0,,,1454284800000,0,2,LPRM,R4MAR4MA,,48911009_2,R4MA,4200,LPRM,889,,,C,,RA77,RA77RA77,,0100-2500-0002,,T,RA77,4369,RA77,1052,,LN2-1446730510994-2,C,LN2,1454284800000,FF0A-0014-0000-13,1PSD,PDD1PDD1,,T,1PDD,4236,1PSD,967,,B,1,,,PDD1PDD1,,,USD,0,,0,FF0A-0014-0000-13-100000,2,1683636551714,EUR/USD,0,0,4,Sapphire,Manual,112664000,,,,,,,112664000,-8,-8,4000,,,,,,,-8,,,112660,,,,,,,-5,,,112664000,-2,1,6,1454457600000,4,6,0,1454284800000,2,1454329315659,0.112664E1,0.112664E1,0.4E-4,,,0.112664E7,0.1E7
5,4,2,USD,EUR,0,RA77,RA77RA77,,RA77,4369,RA77,1052,,C,,,RA77RA77,,,USD,0,LN2,,1454284800000,0,2,LPRM,R4MAR4MA,,48911009_2,R4MA,4200,LPRM,889,,,C,,RA77,RA77RA77,,0100-2500-0002,,T,RA77,4369,RA77,1052,,LN2-1446730510994-2,C,LN2,1454284800000,FF0A-0014-0000-13,1PSD,PDD1PDD1,,M,1PDD,4236,1PSD,967,,B,0,,,PDD1PDD1,,,EUR,0,,0,FF0A-0014-0000-13-1BC000,2,1683636551714,EUR/USD,0,0,4,Sapphire,Manual,112664000,,,,,,,112664000,-8,-8,4000,,,,,,,-8,,,112660,,,,,,,-5,,,112664000,-2,1,6,1454457600000,4,6,1,1454284800000,2,1454329315659,0.112664E1,0.112664E1,0.4E-4,,,0.112664E7,0.1E7
5,1,7,JPY,GBP,0,LPDE,LPDELPDE,,LPDE,4232,LPDE,1080,,A,,,LPDELPDE,,,JPY,0,,,1454284800000,0,2,LPLL,Z4ALZ4AL,,1,Z4AL,4507,LPLL,1229,,,C,,RA99,RA99RA99,,0100-2400-0016,,T,RA99,4391,RA99,1074,,LN2-1446723245475-1,C,LN2,1454284800000,FF64-0E70-0005-00,RA99,RA99RA99,,T,RA99,4391,RA99,1074,,C,0,,,RA99RA99,,,GBP,0,LN2,0,FF64-0E70-0005-00-1CA000,0,852105,GBP/JPY,0,0,2,Sapphire,Manual,180177,,,,,,,180177,-3,-3,,,,,,,,,,,,,,,,,,,,,180177000,0,1000000,0,1454457600000,12,1,2,1454284800000,2,1454329315699,0.180177E3,0.180177E3,,,,0.180177E9,0.1E7
5,4,25,CHF,EUR,0,LPRH,LPRHLPRH,,LPRH,4080,LPRH,1221,,E,,,LPRHLPRH,,,EUR,0,,,1454284800000,0,2,LPRH,LPRHLPRH,,48133241_10,LPRH,4080,LPRH,1221,,,E,,LCRJ,LCRJLCRJ,,0100-2400-002E,,T,LCRJ,4161,LCRJ,910,,LN2-1446729733199-2,E,LN8,1454284800000,FF0A-0014-0000-0F,LCRJ,LCRJLCRJ,,T,LCRJ,4161,LCRJ,910,,E,1,,,LCRJLCRJ,,,CHF,0,LN8,0,FF0A-0014-0000-0F-100001,3,18577357061521442,EUR/CHF,0,1,4,Sapphire,Manual,103217000,,,,,,,103217000,-8,-8,0,,,,,,,-8,,,103217,,,,,,,-5,105000,-8,103217000,-2,1,6,1454457600000,1,0,0,1454284800000,2,1454329315852,0.103217E1,0.103217E1,0.0,,0.105E-2,0.103217E7,0.1E7
5,4,25,CHF,EUR,0,LPRH,LPRHLPRH,,LPRH,4080,LPRH,1221,,E,,,LPRHLPRH,,,CHF,0,,,1454284800000,0,2,LPRH,LPRHLPRH,,48133241_10,LPRH,4080,LPRH,1221,,,E,,LCRJ,LCRJLCRJ,,0100-2400-002E,,T,LCRJ,4161,LCRJ,910,,LN2-1446729733199-2,E,LN8,1454284800000,FF0A-0014-0000-0F,LCRJ,LCRJLCRJ,,T,LCRJ,4161,LCRJ,910,,E,0,,,LCRJLCRJ,,,EUR,0,LN8,0,FF0A-0014-0000-0F-100002,3,18577357061521442,EUR/CHF,0,2,4,Sapphire,Manual,103322000,,,,,,,103322000,-8,-8,105000,,,,,,,-8,,,103217,,,,,,,-5,105000,-8,103322000,-2,1,6,1454457600000,1,1,0,1454284800000,2,1454329315852,0.103322E1,0.103322E1,0.105E-2,,0.105E-2,0.103322E7,0.1E7
5,1,7,JPY,GBP,0,LPLL,LPLLLPLL,,LPLL,4495,LPLL,1229,,A,,,LPLLLPLL,,,JPY,0,,,1454284800000,0,2,LPLL,Z4ALZ4AL,,1,Z4AL,4507,LPLL,1229,,,C,,RA99,RA99RA99,,0100-2400-0016,,T,RA99,4391,RA99,1074,,LN2-1446723245475-1,C,LN2,1454284800000,FF64-0E70-0005-00,1PSE,PDE1PDE1,,T,1PDE,4237,1PSE,968,,B,0,,,PDE1PDE1,,,GBP,0,,0,FF64-0E70-0005-00-100000,0,852105,GBP/JPY,0,0,2,Sapphire,Manual,180177,,,,,,,180177,-3,-3,,,,,,,,,,,,,,,,,,,,,180177000,0,1000000,0,1454457600000,12,1,0,1454284800000,2,1454329315699,0.180177E3,0.180177E3,,,,0.180177E9,0.1E7
5,1,7,JPY,GBP,0,RA99,RA99RA99,,RA99,4391,RA99,1074,,C,,,RA99RA99,,,GBP,0,LN2,,1454284800000,0,2,LPLL,Z4ALZ4AL,,1,Z4AL,4507,LPLL,1229,,,C,,RA99,RA99RA99,,0100-2400-0016,,T,RA99,4391,RA99,1074,,LN2-1446723245475-1,C,LN2,1454284800000,FF64-0E70-0005-00,1PSE,PDE1PDE1,,M,1PDE,4237,1PSE,968,,B,1,,,PDE1PDE1,,,JPY,0,,0,FF64-0E70-0005-00-1BC000,0,852105,GBP/JPY,0,0,2,Sapphire,Manual,180177,,,,,,,180177,-3,-3,,,,,,,,,,,,,,,,,,,,,180177000,0,1000000,0,1454457600000,12,1,1,1454284800000,2,1454329315699,0.180177E3,0.180177E3,,,,0.180177E9,0.1E7
5,1,8,JPY,GBP,0,LPLK,LPLKLPLK,,LPLK,4494,LPLK,1228,,A,,,LPLKLPLK,,,GBP,0,,,1454284800000,0,2,LPLK,Z4AKZ4AK,,2,Z4AK,4506,LPLK,1228,,,C,,RB01,RB01RB01,,0100-2400-0017,,T,RB01,4392,RB01,1075,,LN2-1446723330227-2,C,LN2,1454284800000,FF64-0E70-0006-00,1PSE,PDE1PDE1,,T,1PDE,4237,1PSE,968,,B,1,,,PDE1PDE1,,,JPY,0,,0,FF64-0E70-0006-00-100000,0,852105,GBP/JPY,0,0,2,Sapphire,Manual,180129,,,,,,,180129,-3,-3,,,,,,,,,,,,,,,,,,,,,180129000,0,1000000,0,1454457600000,12,1,0,1454284800000,2,1454329315706,0.180129E3,0.180129E3,,,,0.180129E9,0.1E7
5,1,8,JPY,GBP,0,RB01,RB01RB01,,RB01,4392,RB01,1075,,C,,,RB01RB01,,,JPY,0,LN2,,1454284800000,0,2,LPLK,Z4AKZ4AK,,2,Z4AK,4506,LPLK,1228,,,C,,RB01,RB01RB01,,0100-2400-0017,,T,RB01,4392,RB01,1075,,LN2-1446723330227-2,C,LN2,1454284800000,FF64-0E70-0006-00,1PSE,PDE1PDE1,,M,1PDE,4237,1PSE,968,,B,0,,,PDE1PDE1,,,GBP,0,,0,FF64-0E70-0006-00-1BC000,0,852105,GBP/JPY,0,0,2,Sapphire,Manual,180129,,,,,,,180129,-3,-3,,,,,,,,,,,,,,,,,,,,,180129000,0,1000000,0,1454457600000,12,1,1,1454284800000,2,1454329315706,0.180129E3,0.180129E3,,,,0.180129E9,0.1E7
5,4,18,RUB,USD,0,LPRD,LPRDLPRD,,LPRD,4076,ZRBS,926,,A,,,LPRDLPRD,,,USD,0,,,1454284800000,0,2,LPRI,R1DCR1DC,,53157996_14,R1DC,4086,ZRBS,926,,,C,,RA81,RA81RA81,,0100-2800-0002,,T,RA81,4373,RA81,1056,,IS1-1446734757962-8,C,RA1,1454284800000,FF0A-0014-0000-1F,1PSE,PDE1PDE1,,T,1PDE,4237,1PSE,968,,B,1,,,PDE1PDE1,,,RUB,0,,0,FF0A-0014-0000-1F-100001,3,1209498352892084253,USD/RUB,0,1,4,Sapphire,Manual,52799000,,,,,,,52799000,-6,-6,0,,,,,,,-6,,,527990,,,,,,,-4,-98000,-6,5279900000,-2,1,6,1454457600000,12,1,0,1454284800000,2,1454329315803,0.52799E2,0.52799E2,0.0,,-0.98E-1,0.52799E8,0.1E7
5,4,18,RUB,USD,0,LPRD,LPRDLPRD,,LPRD,4076,ZRBS,926,,A,,,LPRDLPRD,,,RUB,0,,,1454284800000,0,2,LPRI,R1DCR1DC,,53157996_14,R1DC,4086,ZRBS,926,,,C,,RA81,RA81RA81,,0100-2800-0002,,T,RA81,4373,RA81,1056,,IS1-1446734757962-8,C,RA1,1454284800000,FF0A-0014-0000-1F,1PSE,PDE1PDE1,,T,1PDE,4237,1PSE,968,,B,0,,,PDE1PDE1,,,USD,0,,0,FF0A-0014-0000-1F-100002,3,1209498352892084253,USD/RUB,0,2,4,Sapphire,Manual,52701000,,,,,,,52701000,-6,-6,-98000,,,,,,,-6,,,527990,,,,,,,-4,-98000,-6,5270100000,-2,1,6,1454457600000,20,0,0,1454284800000,2,1454329315803,0.52701E2,0.52701E2,-0.98E-1,,-0.98E-1,0.52701E8,0.1E7
5,4,18,RUB,USD,0,RA81,RA81RA81,,RA81,4373,RA81,1056,,C,,,RA81RA81,,,RUB,0,RA1,,1454284800000,0,2,LPRI,R1DCR1DC,,53157996_14,R1DC,4086,ZRBS,926,,,C,,RA81,RA81RA81,,0100-2800-0002,,T,RA81,4373,RA81,1056,,IS1-1446734757962-8,C,RA1,1454284800000,FF0A-0014-0000-1F,1PSE,PDE1PDE1,,M,1PDE,4237,1PSE,968,,B,0,,,PDE1PDE1,,,USD,0,,0,FF0A-0014-0000-1F-1BC001,3,1209498352892084253,USD/RUB,0,1,4,Sapphire,Manual,52799000,,,,,,,52799000,-6,-6,0,,,,,,,-6,,,527990,,,,,,,-4,-98000,-6,5279900000,-2,1,6,1454457600000,12,1,1,1454284800000,2,1454329315803,0.52799E2,0.52799E2,0.0,,-0.98E-1,0.52799E8,0.1E7
5,4,18,RUB,USD,0,RA81,RA81RA81,,RA81,4373,RA81,1056,,C,,,RA81RA81,,,USD,0,RA1,,1454284800000,0,2,LPRI,R1DCR1DC,,53157996_14,R1DC,4086,ZRBS,926,,,C,,RA81,RA81RA81,,0100-2800-0002,,T,RA81,4373,RA81,1056,,IS1-1446734757962-8,C,RA1,1454284800000,FF0A-0014-0000-1F,1PSE,PDE1PDE1,,M,1PDE,4237,1PSE,968,,B,1,,,PDE1PDE1,,,RUB,0,,0,FF0A-0014-0000-1F-1BC002,3,1209498352892084253,USD/RUB,0,2,4,Sapphire,Manual,52701000,,,,,,,52701000,-6,-6,-98000,,,,,,,-6,,,527990,,,,,,,-4,-98000,-6,5270100000,-2,1,6,1454457600000,20,0,1,1454284800000,2,1454329315803,0.52701E2,0.52701E2,-0.98E-1,,-0.98E-1,0.52701E8,0.1E7
5,4,19,JPY,EUR,0,LCRJ,LCRJLCRJ,,LCRJ,4161,LCRJ,910,,A,,,LCRJLCRJ,,,JPY,0,,,1454284800000,0,2,LPRC,LPRCLPRC,,46243997_5,LPRC,4075,ZSCB,961,,,E,,R4J1,R4J1R4J1,,0100-2400-0025,,T,R4J1,4194,R4J1,892,,LN2-1446727843975-7,C,L12,1454284800000,FF0A-0014-0000-08,R4J1,R4J1R4J1,,T,R4J1,4194,R4J1,892,,C,0,,,R4J1R4J1,,,EUR,0,L12,0,FF0A-0014-0000-08-1CA001,3,19703626335879202,EUR/JPY,0,1,4,Sapphire,Manual,129399000,,,,,,,129399000,-6,-6,0,,,,,,,-6,,,129399,,,,,,,-3,150000,-6,12939900000,-2,1,6,1454457600000,12,1,2,1454284800000,2,1454329315810,0.129399E3,0.129399E3,0.0,,0.15E0,0.129399E9,0.1E7
5,4,19,JPY,EUR,0,LCRJ,LCRJLCRJ,,LCRJ,4161,LCRJ,910,,A,,,LCRJLCRJ,,,EUR,0,,,1454284800000,0,2,LPRC,LPRCLPRC,,46243997_5,LPRC,4075,ZSCB,961,,,E,,R4J1,R4J1R4J1,,0100-2400-0025,,T,R4J1,4194,R4J1,892,,LN2-1446727843975-7,C,L12,1454284800000,FF0A-0014-0000-08,R4J1,R4J1R4J1,,T,R4J1,4194,R4J1,892,,C,1,,,R4J1R4J1,,,JPY,0,L12,0,FF0A-0014-0000-08-1CA002,3,19703626335879202,EUR/JPY,0,2,4,Sapphire,Manual,129549000,,,,,,,129549000,-6,-6,150000,,,,,,,-6,,,129399,,,,,,,-3,150000,-6,12954900000,-2,1,6,1454457600000,3,1,2,1454284800000,2,1454329315810,0.129549E3,0.129549E3,0.15E0,,0.15E0,0.129549E9,0.1E7
5,1,9,RUB,USD,0,LPRC,LPRCLPRC,,LPRC,4075,ZSCB,961,,E,,,LPRCLPRC,,,RUB,0,,,1454284800000,0,2,LPRC,LPRCLPRC,,3,LPRC,4075,ZSCB,961,,,E,,R3E1,R3E1R3E1,,0100-2400-0014,,T,R3E1,4184,R3E1,1097,,LN2-1446722296089-3,C,LN5,1454284800000,FF64-0E70-0003-00,3CRE,CRE3CRE3,,T,3CRE,4172,3CRE,1083,,B,0,,,CRE3CRE3,,,USD,0,,0,FF64-0E70-0003-00-100000,0,1900685,USD/RUB,0,0,2,Sapphire,Manual,528604,,,,,,,528604,-4,-4,,,,,,,,,,,,,,,,,,,,,5286040000,-2,1000000,0,1454457600000,12,1,0,1454284800000,2,1454329315712,0.528604E2,0.528604E2,,,,0.528604E8,0.1E7
5,1,9,RUB,USD,0,R3E1,R3E1R3E1,,R3E1,4184,R3E1,1097,,C,,,R3E1R3E1,,,USD,0,LN5,,1454284800000,0,2,LPRC,LPRCLPRC,,3,LPRC,4075,ZSCB,961,,,E,,R3E1,R3E1R3E1,,0100-2400-0014,,T,R3E1,4184,R3E1,1097,,LN2-1446722296089-3,C,LN5,1454284800000,FF64-0E70-0003-00,3CRE,CRE3CRE3,,M,3CRE,4172,3CRE,1083,,B,1,,,CRE3CRE3,,,RUB,0,,0,FF64-0E70-0003-00-1BC000,0,1900685,USD/RUB,0,0,2,Sapphire,Manual,528604,,,,,,,528604,-4,-4,,,,,,,,,,,,,,,,,,,,,5286040000,-2,1000000,0,1454457600000,12,1,1,1454284800000,2,1454329315712,0.528604E2,0.528604E2,,,,0.528604E8,0.1E7
5,1,10,RUB,USD,0,LPRD,LPRDLPRD,,LPRD,4076,ZRBS,926,,E,,,LPRDLPRD,,,USD,0,,,1454284800000,0,2,LPRD,LPRDLPRD,,4,LPRD,4076,ZRBS,926,,,E,,R3E2,R3E2R3E2,,0100-2400-0015,,T,R3E2,4185,R3E2,1098,,LN2-1446722297770-4,C,LN6,1454284800000,FF64-0E70-0004-00,3CRE,CRE3CRE3,,T,3CRE,4172,3CRE,1083,,B,1,,,CRE3CRE3,,,RUB,0,,0,FF64-0E70-0004-00-100000,0,1900685,USD/RUB,0,0,2,Sapphire,Manual,527502,,,,,,,527502,-4,-4,,,,,,,,,,,,,,,,,,,,,5275020000,-2,1000000,0,1454457600000,12,1,0,1454284800000,2,1454329315719,0.527502E2,0.527502E2,,,,0.527502E8,0.1E7
5,1,10,RUB,USD,0,R3E2,R3E2R3E2,,R3E2,4185,R3E2,1098,,C,,,R3E2R3E2,,,RUB,0,LN6,,1454284800000,0,2,LPRD,LPRDLPRD,,4,LPRD,4076,ZRBS,926,,,E,,R3E2,R3E2R3E2,,0100-2400-0015,,T,R3E2,4185,R3E2,1098,,LN2-1446722297770-4,C,LN6,1454284800000,FF64-0E70-0004-00,3CRE,CRE3CRE3,,M,3CRE,4172,3CRE,1083,,B,0,,,CRE3CRE3,,,USD,0,,0,FF64-0E70-0004-00-1BC000,0,1900685,USD/RUB,0,0,2,Sapphire,Manual,527502,,,,,,,527502,-4,-4,,,,,,,,,,,,,,,,,,,,,5275020000,-2,1000000,0,1454457600000,12,1,1,1454284800000,2,1454329315719,0.527502E2,0.527502E2,,,,0.527502E8,0.1E7
5,4,1,USD,EUR,0,LPDD,LPDDLPDD,,LPDD,4231,LPDD,1079,,A,,,LPDDLPDD,,,USD,0,,,1454284800000,0,2,LPRK,R4KAR4KA,,44766447_3,R4KA,4201,LPRK,887,,,C,,RA78,RA78RA78,,0100-2400-001E,,T,RA78,4370,RA78,1053,,IS1-1446726366281-1,C,IS1,1454284800000,FF0A-0014-0000-04,RA78,RA78RA78,,T,RA78,4370,RA78,1053,,C,0,,,RA78RA78,,,EUR,0,IS1,0,FF0A-0014-0000-04-1CA000,2,8599306274,EUR/USD,0,0,4,Sapphire,Manual,112766000,,,,,,,112766000,-8,-8,4000,,,,,,,-8,,,112762,,,,,,,-5,,,399545161,-2,3543135,0,1454457600000,1,0,2,1454284800000,2,1454329315652,0.112766E1,0.112766E1,0.4E-4,,,0.399545161E7,0.3543135E7
5,4,19,JPY,EUR,0,LPRC,LPRCLPRC,,LPRC,4075,ZSCB,961,,E,,,LPRCLPRC,,,JPY,0,,,1454284800000,0,2,LPRC,LPRCLPRC,,46243997_5,LPRC,4075,ZSCB,961,,,E,,R4J1,R4J1R4J1,,0100-2400-0025,,T,R4J1,4194,R4J1,892,,LN2-1446727843975-7,C,L12,1454284800000,FF0A-0014-0000-08,4CRJ,CRJ4CRJ4,,T,4CRJ,4178,4CRJ,875,,B,0,,,CRJ4CRJ4,,,EUR,0,,0,FF0A-0014-0000-08-100001,3,19703626335879202,EUR/JPY,0,1,4,Sapphire,Manual,129399000,,,,,,,129399000,-6,-6,0,,,,,,,-6,,,129399,,,,,,,-3,150000,-6,12939900000,-2,1,6,1454457600000,12,1,0,1454284800000,2,1454329315810,0.129399E3,0.129399E3,0.0,,0.15E0,0.129399E9,0.1E7
5,4,19,JPY,EUR,0,LPRC,LPRCLPRC,,LPRC,4075,ZSCB,961,,E,,,LPRCLPRC,,,EUR,0,,,1454284800000,0,2,LPRC,LPRCLPRC,,46243997_5,LPRC,4075,ZSCB,961,,,E,,R4J1,R4J1R4J1,,0100-2400-0025,,T,R4J1,4194,R4J1,892,,LN2-1446727843975-7,C,L12,1454284800000,FF0A-0014-0000-08,4CRJ,CRJ4CRJ4,,T,4CRJ,4178,4CRJ,875,,B,1,,,CRJ4CRJ4,,,JPY,0,,0,FF0A-0014-0000-08-100002,3,19703626335879202,EUR/JPY,0,2,4,Sapphire,Manual,129549000,,,,,,,129549000,-6,-6,150000,,,,,,,-6,,,129399,,,,,,,-3,150000,-6,12954900000,-2,1,6,1454457600000,3,1,0,1454284800000,2,1454329315810,0.129549E3,0.129549E3,0.15E0,,0.15E0,0.129549E9,0.1E7
5,4,19,JPY,EUR,0,R4J1,R4J1R4J1,,R4J1,4194,R4J1,892,,C,,,R4J1R4J1,,,EUR,0,L12,,1454284800000,0,2,LPRC,LPRCLPRC,,46243997_5,LPRC,4075,ZSCB,961,,,E,,R4J1,R4J1R4J1,,0100-2400-0025,,T,R4J1,4194,R4J1,892,,LN2-1446727843975-7,C,L12,1454284800000,FF0A-0014-0000-08,4CRJ,CRJ4CRJ4,,M,4CRJ,4178,4CRJ,875,,B,1,,,CRJ4CRJ4,,,JPY,0,,0,FF0A-0014-0000-08-1BC001,3,19703626335879202,EUR/JPY,0,1,4,Sapphire,Manual,129399000,,,,,,,129399000,-6,-6,0,,,,,,,-6,,,129399,,,,,,,-3,150000,-6,12939900000,-2,1,6,1454457600000,12,1,1,1454284800000,2,1454329315810,0.129399E3,0.129399E3,0.0,,0.15E0,0.129399E9,0.1E7
