CSV_PATH,CREATION_TIME,TICKET_ID,DEAL_DATE,CCY_PAIR,PRODUCT_TYPE,TENOR,ECN,MARKET_SEGMENT,DEAL_ID,DEAL_ID2,EBS_ORDER_ID,CLIENT_ORDER_ID,ORDER_ID2,EXEC_SIDE,SIDE,DEALT_QTY,DEALT_CCY,CONTRA_QTY,CONTRA_CCY,TRADE_DATE,VALUE_DATE,FIXING_DATE,SPOT_SETTL_DATE,SWAP_POINTS,MARKET_PX,PRICE,SPOT_PX,FWD_POINTS,FP_INSTITUTION,ENTERING_USER,FP_NAME,FP_FLOOR,FP_ACCOUNT,FP_TRADER,FP_RCV_CCY,FP_RCV_QTY,FP_LEI,FP_SWIFT,FP_SI_TYPE,FP_SI_BANK,FP_SI_BANK_ACC,FP_SI_BANK_CITY,FP_SI_BANK_LOCATION,FP_SI_SWIFT,CP_INSTITUTION,CP_NAME,CP_FLOOR,ECP_ACCOUNT,CP_TRADER,CP_RCV_CCY,CP_RCV_QTY,CP_LEI,CP_SWIFT,CP_SI_TYPE,CP_SI_BANK,CP_SI_BANK_ACC,CP_SI_BANK_CITY,ENTERING_USER,CP_SI_BANK_LOCATION,CP_SI_SWIFT
"4CRJ/4CRJ/FF0A-0014-0000-08-1BC000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-08-1BC001",2016-01-26 07:10:36,"EUR/JPY","FX Swap","Spot","EBSD","RFQ","FF0A-0014-0000-08","46243997_5","0100-2400-0025","LN2-1446727843975-7",,"T","S",1000000,"EUR",129399000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,0.150000,129.399000,"129.399000",129.399,0,"4CRJ",,"Tel Aviv London Auto RFQ LC 10 S","4CRJ","4CRJ",,"JPY",129399000.00,,"CRJ4CRJ4","SSI",,,,,,"R4J1","Tel Aviv London Auto RFQ LC 10 P","R4J1","R4J1","L12","EUR",1000000,,"R4J1R4J1","SSI",,,,,,
"4CRJ/4CRJ/FF0A-0014-0000-08-1BC000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-08-1BC002",2016-01-26 07:10:36,"EUR/JPY","FX Swap","1Wk","EBSD","RFQ","FF0A-0014-0000-08","46243997_5","0100-2400-0025","LN2-1446727843975-7",,"T","B",1000000,"EUR",129549000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,0.150000,129.549000,"129.549000",129.399,0.150000,"4CRJ",,"Tel Aviv London Auto RFQ LC 10 S","4CRJ","4CRJ",,"EUR",1000000,,"CRJ4CRJ4","SSI",,,,,,"R4J1","Tel Aviv London Auto RFQ LC 10 P","R4J1","R4J1","L12","JPY",129549000.00,,"R4J1R4J1","SSI",,,,,,
"R4J1/R4J1/FF0A-0014-0000-08-1CA000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-08-1CA001",2016-01-26 07:10:36,"EUR/JPY","FX Swap","Spot","EBSD","RFQ","FF0A-0014-0000-08","46243997_5","0100-2400-0025","LN2-1446727843975-7",,"T","B",1000000,"EUR",129399000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,0.150000,129.399000,"129.399000",129.399,0,"R4J1",,"Tel Aviv London Auto RFQ LC 10 P","R4J1","R4J1","L12","EUR",1000000,,"R4J1R4J1","SSI",,,,,,"LCRJ","Tel Aviv London Auto RFQ LC SPOT","LCRJ","LCRJ",,"JPY",129399000.00,,"LCRJLCRJ","SSI",,,,,,
"R4J1/R4J1/FF0A-0014-0000-08-1CA000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-08-1CA002",2016-01-26 07:10:36,"EUR/JPY","FX Swap","1Wk","EBSD","RFQ","FF0A-0014-0000-08","46243997_5","0100-2400-0025","LN2-1446727843975-7",,"T","S",1000000,"EUR",129549000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,0.150000,129.549000,"129.549000",129.399,0.150000,"R4J1",,"Tel Aviv London Auto RFQ LC 10 P","R4J1","R4J1","L12","JPY",129549000.00,,"R4J1R4J1","SSI",,,,,,"LCRJ","Tel Aviv London Auto RFQ LC SPOT","LCRJ","LCRJ",,"EUR",1000000,,"LCRJLCRJ","SSI",,,,,,
"4CRJ/4CRJ/FF0A-0014-0000-07-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-07-100001",2016-01-26 07:10:36,"EUR/JPY","FX Swap","Spot","EBSD","RFQ","FF0A-0014-0000-07","46231946_4","0100-2400-0024","LN2-1446727831927-6",,"T","S",1000000,"EUR",129211000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,-0.050000,129.211000,"129.211000",129.211,0,"4CRJ",,"Tel Aviv London Auto RFQ LC 10 S","4CRJ","4CRJ",,"JPY",129211000.00,,"CRJ4CRJ4","SSI",,,,,,"ZRBS","Tel Aviv LPR LP4 SPOT Performanc","LPRD","LPRD",,"EUR",1000000,,"LPRDLPRD","SSI",,,,,,
"4CRJ/4CRJ/FF0A-0014-0000-07-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-07-100002",2016-01-26 07:10:36,"EUR/JPY","FX Swap","1Wk","EBSD","RFQ","FF0A-0014-0000-07","46231946_4","0100-2400-0024","LN2-1446727831927-6",,"T","B",1000000,"EUR",129161000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,-0.050000,129.161000,"129.161000",129.211,-0.050000,"4CRJ",,"Tel Aviv London Auto RFQ LC 10 S","4CRJ","4CRJ",,"EUR",1000000,,"CRJ4CRJ4","SSI",,,,,,"ZRBS","Tel Aviv LPR LP4 SPOT Performanc","LPRD","LPRD",,"JPY",129161000.00,,"LPRDLPRD","SSI",,,,,,
"4CRJ/4CRJ/FF0A-0014-0000-07-1BC000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-07-1BC001",2016-01-26 07:10:36,"EUR/JPY","FX Swap","Spot","EBSD","RFQ","FF0A-0014-0000-07","46231946_4","0100-2400-0024","LN2-1446727831927-6",,"T","B",1000000,"EUR",129211000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,-0.050000,129.211000,"129.211000",129.211,0,"4CRJ",,"Tel Aviv London Auto RFQ LC 10 S","4CRJ","4CRJ",,"EUR",1000000,,"CRJ4CRJ4","SSI",,,,,,"R4J2","Tel Aviv London Auto RFQ LC 10 P","R4J2","R4J2","L14","JPY",129211000.00,,"R4J2R4J2","SSI",,,,,,
"4CRJ/4CRJ/FF0A-0014-0000-07-1BC000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-07-1BC002",2016-01-26 07:10:36,"EUR/JPY","FX Swap","1Wk","EBSD","RFQ","FF0A-0014-0000-07","46231946_4","0100-2400-0024","LN2-1446727831927-6",,"T","S",1000000,"EUR",129161000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,-0.050000,129.161000,"129.161000",129.211,-0.050000,"4CRJ",,"Tel Aviv London Auto RFQ LC 10 S","4CRJ","4CRJ",,"JPY",129161000.00,,"CRJ4CRJ4","SSI",,,,,,"R4J2","Tel Aviv London Auto RFQ LC 10 P","R4J2","R4J2","L14","EUR",1000000,,"R4J2R4J2","SSI",,,,,,
"R4J2/R4J2/FF0A-0014-0000-07-1CA000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-07-1CA001",2016-01-26 07:10:36,"EUR/JPY","FX Swap","Spot","EBSD","RFQ","FF0A-0014-0000-07","46231946_4","0100-2400-0024","LN2-1446727831927-6",,"T","S",1000000,"EUR",129211000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,-0.050000,129.211000,"129.211000",129.211,0,"R4J2",,"Tel Aviv London Auto RFQ LC 10 P","R4J2","R4J2","L14","JPY",129211000.00,,"R4J2R4J2","SSI",,,,,,"LCRJ","Tel Aviv London Auto RFQ LC SPOT","LCRJ","LCRJ",,"EUR",1000000,,"LCRJLCRJ","SSI",,,,,,
"R4J2/R4J2/FF0A-0014-0000-07-1CA000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-07-1CA002",2016-01-26 07:10:36,"EUR/JPY","FX Swap","1Wk","EBSD","RFQ","FF0A-0014-0000-07","46231946_4","0100-2400-0024","LN2-1446727831927-6",,"T","B",1000000,"EUR",129161000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,-0.050000,129.161000,"129.161000",129.211,-0.050000,"R4J2",,"Tel Aviv London Auto RFQ LC 10 P","R4J2","R4J2","L14","EUR",1000000,,"R4J2R4J2","SSI",,,,,,"LCRJ","Tel Aviv London Auto RFQ LC SPOT","LCRJ","LCRJ",,"JPY",129161000.00,,"LCRJLCRJ","SSI",,,,,,
"LCPN/LCPN/FF0A-0014-0000-0B-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-0B-100001",2016-01-26 07:10:36,"USD/CNH","FX Swap","Spot","EBSD","RFQ","FF0A-0014-0000-0B","47173301_8","0100-2400-0028","LN2-1446728773277-10",,"T","B",1000000,"CNH",161474.19,"USD",2016-01-26,2016-01-26,,2016-01-28,0.20100000,6.19294000,"6.19294000",6.19294,0,"LCPN",,"Tel Aviv Per LC14 SPOT","LCPN","LCPN","LN9","CNH",1000000,,"LCPNLCPN","SSI",,,,,,"LPRP","Tel Aviv Tokyo Auto RFQ LPR 8 LP","LPRP","LPRP",,"USD",161474.19,,"LPRPLPRP","SSI",,,,,,
"LCPN/LCPN/FF0A-0014-0000-0B-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-0B-100002",2016-01-26 07:10:36,"USD/CNH","FX Swap","2Mth","EBSD","RFQ","FF0A-0014-0000-0B","47173301_8","0100-2400-0028","LN2-1446728773277-10",,"T","S",1000000,"CNH",156398.09,"USD",2016-01-26,2016-01-26,,2016-01-28,0.20100000,6.39394000,"6.39394000",6.19294,0.20100000,"LCPN",,"Tel Aviv Per LC14 SPOT","LCPN","LCPN","LN9","USD",156398.09,,"LCPNLCPN","SSI",,,,,,"LPRP","Tel Aviv Tokyo Auto RFQ LPR 8 LP","LPRP","LPRP",,"CNH",1000000,,"LPRPLPRP","SSI",,,,,,
"LCPO/LCPO/FF0A-0014-0000-0C-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-0C-100001",2016-01-26 07:10:36,"USD/CNH","FX Swap","Spot","EBSD","RFQ","FF0A-0014-0000-0C","47183388_9","0100-2400-0029","LN2-1446728783373-11",,"T","S",1000000,"CNH",161474.72,"USD",2016-01-26,2016-01-26,,2016-01-28,0.19950000,6.19292000,"6.19292000",6.19292,0,"LCPO",,"Tel Aviv Per LC15 SPOT","LCPO","LCPO","L10","USD",161474.72,,"LCPOLCPO","SSI",,,,,,"LPRP","Tel Aviv Tokyo Auto RFQ LPR 8 LP","LPRP","LPRP",,"CNH",1000000,,"LPRPLPRP","SSI",,,,,,
"LCPO/LCPO/FF0A-0014-0000-0C-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-0C-100002",2016-01-26 07:10:36,"USD/CNH","FX Swap","2Mth","EBSD","RFQ","FF0A-0014-0000-0C","47183388_9","0100-2400-0029","LN2-1446728783373-11",,"T","B",1000000,"CNH",156435.28,"USD",2016-01-26,2016-01-26,,2016-01-28,0.19950000,6.39242000,"6.39242000",6.19292,0.19950000,"LCPO",,"Tel Aviv Per LC15 SPOT","LCPO","LCPO","L10","CNH",1000000,,"LCPOLCPO","SSI",,,,,,"LPRP","Tel Aviv Tokyo Auto RFQ LPR 8 LP","LPRP","LPRP",,"USD",156435.28,,"LPRPLPRP","SSI",,,,,,
"LCRI/LCRI/FF0A-0014-0000-10-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-10-100001",2016-01-26 07:10:36,"EUR/CHF","FX Swap","Spot","EBSD","RFQ","FF0A-0014-0000-10","48154440_11","0100-2400-002F","LN2-1446729754415-3",,"T","B",25000000,"EUR",25807250.00,"CHF",2016-01-26,2016-01-26,,2016-01-28,0.19995000,1.03229000,"1.03229000",1.03229,0,"LCRI",,"LCRI TelAviv London Auto RFQ LC","LCRI","LCRI","LN7","EUR",25000000,,"LCRILCRI","SSI",,,,,,"ZCSF","Tel Aviv LPR LP7 SPOT Performanc","LPRG","LPRG",,"CHF",25807250.00,,"LPRGLPRG","SSI",,,,,,
"LCRI/LCRI/FF0A-0014-0000-10-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-10-100002",2016-01-26 07:10:36,"EUR/CHF","FX Swap","12Mth","EBSD","RFQ","FF0A-0014-0000-10","48154440_11","0100-2400-002F","LN2-1446729754415-3",,"T","S",25000000,"EUR",30806000.00,"CHF",2016-01-26,2016-01-26,,2016-01-28,0.19995000,1.23224000,"1.23224000",1.03229,0.19995000,"LCRI",,"LCRI TelAviv London Auto RFQ LC","LCRI","LCRI","LN7","CHF",30806000.00,,"LCRILCRI","SSI",,,,,,"ZCSF","Tel Aviv LPR LP7 SPOT Performanc","LPRG","LPRG",,"EUR",25000000,,"LPRGLPRG","SSI",,,,,,
"LCRJ/LCRJ/FF0A-0014-0000-0F-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-0F-100001",2016-01-26 07:10:36,"EUR/CHF","FX Swap","TOD","EBSD","RFQ","FF0A-0014-0000-0F","48133241_10","0100-2400-002E","LN2-1446729733199-2",,"T","S",1000000,"EUR",1032170.00,"CHF",2016-01-26,2016-01-26,,2016-01-28,0.00105000,1.03217000,"1.03217000",1.03217,0,"LCRJ",,"Tel Aviv London Auto RFQ LC SPOT","LCRJ","LCRJ","LN8","CHF",1032170.00,,"LCRJLCRJ","SSI",,,,,,"LPRH","Tel Aviv LPR LP8 SPOT Performanc","LPRH","LPRH",,"EUR",1000000,,"LPRHLPRH","SSI",,,,,,
"LCRJ/LCRJ/FF0A-0014-0000-0F-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0014-0000-0F-100002",2016-01-26 07:10:36,"EUR/CHF","FX Swap","TOM","EBSD","RFQ","FF0A-0014-0000-0F","48133241_10","0100-2400-002E","LN2-1446729733199-2",,"T","B",1000000,"EUR",1033220.00,"CHF",2016-01-26,2016-01-26,,2016-01-28,0.00105000,1.03322000,"1.03322000",1.03217,0.00105000,"LCRJ",,"Tel Aviv London Auto RFQ LC SPOT","LCRJ","LCRJ","LN8","EUR",1000000,,"LCRJLCRJ","SSI",,,,,,"LPRH","Tel Aviv LPR LP8 SPOT Performanc","LPRH","LPRH",,"CHF",1033220.00,,"LPRHLPRH","SSI",,,,,,
"LCPH/LCPH/FF0A-0012-0000-61-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0012-0000-61-100001",2016-01-26 07:10:36,"EUR/JPY","FX Swap","Spot","EBSD","RFQ","FF0A-0012-0000-61","28357419_5","0100-2000-00C7","AG1-1446537157344-15",,"T","B",1000000,"EUR",129399000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,0.150000,129.399000,"129.399000",129.399,0,"LCPH",,"Tel Aviv Per LC18 SPOT","LCPH","LCPH","MT6","EUR",1000000,,"LCPHLCPH","SSI",,,,,,"ZCSF","Tel Aviv LPR LP7 SPOT Performanc","LPRG","LPRG",,"JPY",129399000.00,,"LPRGLPRG","SSI",,,,,,
"LCPH/LCPH/FF0A-0012-0000-61-100000.c1.csv",26 Jan 2016 07:10:40,"FF0A-0012-0000-61-100002",2016-01-26 07:10:36,"EUR/JPY","FX Swap","12Mth","EBSD","RFQ","FF0A-0012-0000-61","28357419_5","0100-2000-00C7","AG1-1446537157344-15",,"T","S",1000000,"EUR",129549000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,0.150000,129.549000,"129.549000",129.399,0.150000,"LCPH",,"Tel Aviv Per LC18 SPOT","LCPH","LCPH","MT6","JPY",129549000.00,,"LCPHLCPH","SSI",,,,,,"ZCSF","Tel Aviv LPR LP7 SPOT Performanc","LPRG","LPRG",,"EUR",1000000,,"LPRGLPRG","SSI",,,,,,
"LCPI/LCPI/FF0A-0012-0000-86-100000.c1.csv",26 Jan 2016 07:10:41,"FF0A-0012-0000-86-100001",2016-01-26 07:10:36,"EUR/JPY","FX Swap","Spot","EBSD","RFQ","FF0A-0012-0000-86","48563700_4","0100-2100-0020","BE1-1446557363592-2",,"T","S",1000000,"EUR",129121000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,-0.050000,129.121000,"129.121000",129.121,0,"LCPI",,"Tel Aviv Per LC20 SPOT","LCPI","LCPI","MT7","JPY",129121000.00,,"LCPILCPI","SSI",,,,,,"LPRH","Tel Aviv LPR LP8 SPOT Performanc","LPRH","LPRH",,"EUR",1000000,,"LPRHLPRH","SSI",,,,,,
"LCPI/LCPI/FF0A-0012-0000-86-100000.c1.csv",26 Jan 2016 07:10:41,"FF0A-0012-0000-86-100002",2016-01-26 07:10:36,"EUR/JPY","FX Swap","1Wk","EBSD","RFQ","FF0A-0012-0000-86","48563700_4","0100-2100-0020","BE1-1446557363592-2",,"T","B",1000000,"EUR",129071000.00,"JPY",2016-01-26,2016-01-26,,2016-01-28,-0.050000,129.071000,"129.071000",129.121,-0.050000,"LCPI",,"Tel Aviv Per LC20 SPOT","LCPI","LCPI","MT7","EUR",1000000,,"LCPILCPI","SSI",,,,,,"LPRH","Tel Aviv LPR LP8 SPOT Performanc","LPRH","LPRH",,"JPY",129071000.00,,"LPRHLPRH","SSI",,,,,,
