id,date,CORE,CSV_COMMON,CSV_MYT,JSON_SAPPHIRE
4960,TICKET_ID_WAITING_4KOGAN,0.922,0.128,,1.284
4961,TICKET_ID_WAITING_4KOGAN,0.92,0.129,,1.285
4962,TICKET_ID_WAITING_4KOGAN,0.918,0.13,,1.285
4963,TICKET_ID_WAITING_4KOGAN,0.916,0.131,,1.286
4964,TICKET_ID_WAITING_4KOGAN,0.914,0.132,,1.287
4965,TICKET_ID_WAITING_4KOGAN,0.912,0.133,,1.287
4966,TICKET_ID_WAITING_4KOGAN,0.911,0.134,,1.288
4967,TICKET_ID_WAITING_4KOGAN,0.909,0.135,,2.192
4968,TICKET_ID_WAITING_4KOGAN,0.908,0.136,,2.195
4969,TICKET_ID_WAITING_4KOGAN,0.906,0.137,,2.195
4970,TICKET_ID_WAITING_4KOGAN,0.904,0.138,,2.197
4971,TICKET_ID_WAITING_4KOGAN,0.903,0.139,,2.197
4972,TICKET_ID_WAITING_4KOGAN,0.9,0.139,,2.198
4973,TICKET_ID_WAITING_4KOGAN,0.899,0.14,,2.198
4974,TICKET_ID_WAITING_4KOGAN,0.898,0.141,,2.199
4975,TICKET_ID_WAITING_4KOGAN,0.896,0.142,,2.2
4976,TICKET_ID_WAITING_4KOGAN,0.894,0.142,,2.201
4977,TICKET_ID_WAITING_4KOGAN,0.893,0.144,,2.202
4978,TICKET_ID_WAITING_4KOGAN,0.89,0.144,,2.201
4979,TICKET_ID_WAITING_4KOGAN,0.889,0.145,,2.201
4980,TICKET_ID_WAITING_4KOGAN,0.887,0.146,,2.203
4981,TICKET_ID_WAITING_4KOGAN,0.885,0.146,,2.203
4982,TICKET_ID_WAITING_4KOGAN,0.883,0.148,,2.205
4983,TICKET_ID_WAITING_4KOGAN,0.881,0.149,,2.205
4984,TICKET_ID_WAITING_4KOGAN,0.88,0.149,,2.205
4985,TICKET_ID_WAITING_4KOGAN,0.878,0.15,,2.206
4986,TICKET_ID_WAITING_4KOGAN,0.876,0.151,,2.206
4987,TICKET_ID_WAITING_4KOGAN,0.873,0.152,,2.207
4988,TICKET_ID_WAITING_4KOGAN,0.871,0.153,,2.208
4989,TICKET_ID_WAITING_4KOGAN,0.87,0.154,,2.208
4990,TICKET_ID_WAITING_4KOGAN,0.868,0.155,,2.208
4991,TICKET_ID_WAITING_4KOGAN,0.867,0.156,,2.209
4992,TICKET_ID_WAITING_4KOGAN,0.865,0.158,,2.21
4993,TICKET_ID_WAITING_4KOGAN,0.863,0.159,,2.211
4994,TICKET_ID_WAITING_4KOGAN,0.861,0.159,,2.212
4995,TICKET_ID_WAITING_4KOGAN,0.859,0.16,,2.212
4996,TICKET_ID_WAITING_4KOGAN,0.858,0.161,,2.213
4997,TICKET_ID_WAITING_4KOGAN,0.856,0.163,,2.214
4998,TICKET_ID_WAITING_4KOGAN,0.854,0.164,,2.215
4999,TICKET_ID_WAITING_4KOGAN,0.853,0.165,,2.215
5000,TICKET_ID_WAITING_4KOGAN,0.85,0.164,,2.216
5001,TICKET_ID_WAITING_4KOGAN,0.849,0.165,,2.217
5002,TICKET_ID_WAITING_4KOGAN,0.847,0.167,,2.217
5003,TICKET_ID_WAITING_4KOGAN,0.845,0.168,,2.218
5004,TICKET_ID_WAITING_4KOGAN,0.844,0.169,,2.22
5005,TICKET_ID_WAITING_4KOGAN,0.842,0.17,,2.22
5006,TICKET_ID_WAITING_4KOGAN,0.84,0.17,,2.221
5007,TICKET_ID_WAITING_4KOGAN,0.838,0.172,,2.222
5008,TICKET_ID_WAITING_4KOGAN,0.836,0.174,,2.223
5009,TICKET_ID_WAITING_4KOGAN,0.835,0.174,,2.225
5010,TICKET_ID_WAITING_4KOGAN,0.833,0.175,,2.225
5011,TICKET_ID_WAITING_4KOGAN,0.832,0.176,,2.225
5012,TICKET_ID_WAITING_4KOGAN,0.829,0.178,,2.226
5013,TICKET_ID_WAITING_4KOGAN,0.828,0.178,,2.226
5014,TICKET_ID_WAITING_4KOGAN,0.827,0.179,,2.227
5015,TICKET_ID_WAITING_4KOGAN,0.825,0.18,,2.228
5016,TICKET_ID_WAITING_4KOGAN,0.823,0.181,,2.23
5017,TICKET_ID_WAITING_4KOGAN,0.822,0.182,,2.23
5018,TICKET_ID_WAITING_4KOGAN,0.821,0.183,,2.23
5019,TICKET_ID_WAITING_4KOGAN,0.819,0.184,,2.23
5020,TICKET_ID_WAITING_4KOGAN,0.818,0.185,,2.229
5021,TICKET_ID_WAITING_4KOGAN,0.816,0.185,,2.229
5022,TICKET_ID_WAITING_4KOGAN,0.815,0.186,,2.229
5023,TICKET_ID_WAITING_4KOGAN,0.814,0.187,,2.229
5024,TICKET_ID_WAITING_4KOGAN,0.812,0.188,,2.229
5025,TICKET_ID_WAITING_4KOGAN,0.811,0.189,,2.228
5026,TICKET_ID_WAITING_4KOGAN,0.809,0.19,,2.227
5027,TICKET_ID_WAITING_4KOGAN,0.808,0.193,,2.228
5028,TICKET_ID_WAITING_4KOGAN,0.806,0.194,,2.228
5029,TICKET_ID_WAITING_4KOGAN,0.805,0.195,,2.228
5030,TICKET_ID_WAITING_4KOGAN,0.804,0.195,,2.228
5031,TICKET_ID_WAITING_4KOGAN,0.802,0.196,,2.228
5032,TICKET_ID_WAITING_4KOGAN,0.801,0.198,,2.227
5033,TICKET_ID_WAITING_4KOGAN,0.799,0.198,,2.227
5034,TICKET_ID_WAITING_4KOGAN,0.798,0.2,,2.226
5035,TICKET_ID_WAITING_4KOGAN,0.797,0.2,,2.227
5036,TICKET_ID_WAITING_4KOGAN,0.795,0.201,,2.227
5037,TICKET_ID_WAITING_4KOGAN,0.794,0.204,,2.226
5038,TICKET_ID_WAITING_4KOGAN,0.793,0.205,,2.226
5039,TICKET_ID_WAITING_4KOGAN,0.791,0.205,,2.227
5040,TICKET_ID_WAITING_4KOGAN,0.79,0.206,,2.226
5041,TICKET_ID_WAITING_4KOGAN,0.788,0.207,,2.226
5042,TICKET_ID_WAITING_4KOGAN,0.787,0.208,,2.225
5043,TICKET_ID_WAITING_4KOGAN,0.785,0.209,,2.225
5044,TICKET_ID_WAITING_4KOGAN,0.784,0.209,,2.225
5045,TICKET_ID_WAITING_4KOGAN,0.782,0.21,,2.224
5046,TICKET_ID_WAITING_4KOGAN,0.781,0.21,,2.225
5047,TICKET_ID_WAITING_4KOGAN,0.778,0.212,,2.224
5048,TICKET_ID_WAITING_4KOGAN,0.778,0.213,,2.224
5049,TICKET_ID_WAITING_4KOGAN,0.776,0.214,,2.223
5050,TICKET_ID_WAITING_4KOGAN,0.775,0.215,,2.223
5051,TICKET_ID_WAITING_4KOGAN,0.773,0.215,,2.223
5052,TICKET_ID_WAITING_4KOGAN,0.772,0.217,,2.224
5053,TICKET_ID_WAITING_4KOGAN,0.77,0.218,,2.223
5054,TICKET_ID_WAITING_4KOGAN,0.769,0.219,,2.223
5055,TICKET_ID_WAITING_4KOGAN,0.767,0.22,,2.223
5056,TICKET_ID_WAITING_4KOGAN,0.766,0.223,,2.222
5057,TICKET_ID_WAITING_4KOGAN,0.764,0.225,,2.223
5058,TICKET_ID_WAITING_4KOGAN,0.762,0.225,,2.221
5059,TICKET_ID_WAITING_4KOGAN,0.761,0.226,,2.221
5060,TICKET_ID_WAITING_4KOGAN,0.759,0.226,,2.22
5061,TICKET_ID_WAITING_4KOGAN,0.758,0.227,,2.22
5062,TICKET_ID_WAITING_4KOGAN,0.756,0.228,,2.22
5063,TICKET_ID_WAITING_4KOGAN,0.755,0.229,,2.22
5064,TICKET_ID_WAITING_4KOGAN,0.753,0.23,,2.22
5065,TICKET_ID_WAITING_4KOGAN,0.752,0.23,,2.22
5066,TICKET_ID_WAITING_4KOGAN,0.75,0.23,,2.219
5067,TICKET_ID_WAITING_4KOGAN,0.749,0.232,,2.219
5068,TICKET_ID_WAITING_4KOGAN,0.747,0.233,,2.218
5069,TICKET_ID_WAITING_4KOGAN,0.745,0.234,,2.218
5070,TICKET_ID_WAITING_4KOGAN,0.744,0.234,,2.217
5071,TICKET_ID_WAITING_4KOGAN,0.742,0.235,,2.217
5072,TICKET_ID_WAITING_4KOGAN,0.74,0.236,,2.216
5073,TICKET_ID_WAITING_4KOGAN,0.738,0.237,,2.215
5074,TICKET_ID_WAITING_4KOGAN,0.737,0.238,,2.214
5075,TICKET_ID_WAITING_4KOGAN,0.735,0.239,,2.214
5076,TICKET_ID_WAITING_4KOGAN,0.734,0.24,,2.214
5077,TICKET_ID_WAITING_4KOGAN,0.732,0.241,,2.214
5078,TICKET_ID_WAITING_4KOGAN,0.73,0.242,,2.213
5079,TICKET_ID_WAITING_4KOGAN,0.729,0.243,,2.213
5080,TICKET_ID_WAITING_4KOGAN,0.727,0.244,,2.212
5081,TICKET_ID_WAITING_4KOGAN,0.726,0.245,,2.212
5082,TICKET_ID_WAITING_4KOGAN,0.724,0.247,,2.21
5083,TICKET_ID_WAITING_4KOGAN,0.722,0.247,,2.211
5084,TICKET_ID_WAITING_4KOGAN,0.72,0.248,,2.21
5085,TICKET_ID_WAITING_4KOGAN,0.719,0.249,,2.21
5086,TICKET_ID_WAITING_4KOGAN,0.717,0.25,,2.209
5087,TICKET_ID_WAITING_4KOGAN,0.715,0.252,,2.208
5088,TICKET_ID_WAITING_4KOGAN,0.714,0.253,,2.208
5089,TICKET_ID_WAITING_4KOGAN,0.713,0.253,,2.209
5090,TICKET_ID_WAITING_4KOGAN,0.71,0.254,,2.207
5091,TICKET_ID_WAITING_4KOGAN,0.709,0.255,,2.207
5092,TICKET_ID_WAITING_4KOGAN,0.707,0.257,,2.207
5093,TICKET_ID_WAITING_4KOGAN,0.706,0.258,,2.206
5094,TICKET_ID_WAITING_4KOGAN,0.704,0.258,,2.206
5095,TICKET_ID_WAITING_4KOGAN,0.703,0.265,,2.207
5096,TICKET_ID_WAITING_4KOGAN,0.7,0.267,,2.205
5097,TICKET_ID_WAITING_4KOGAN,0.699,0.283,,2.205
5098,TICKET_ID_WAITING_4KOGAN,0.697,0.284,,2.205
5099,TICKET_ID_WAITING_4KOGAN,0.696,0.285,,2.205
5100,TICKET_ID_WAITING_4KOGAN,0.694,0.285,,2.205
5101,TICKET_ID_WAITING_4KOGAN,0.693,0.286,,2.204
5102,TICKET_ID_WAITING_4KOGAN,0.69,0.288,,2.202
5103,TICKET_ID_WAITING_4KOGAN,0.688,0.289,,2.201
5104,TICKET_ID_WAITING_4KOGAN,0.687,0.29,,2.201
5105,TICKET_ID_WAITING_4KOGAN,0.686,0.292,,2.201
5106,TICKET_ID_WAITING_4KOGAN,0.684,0.292,,2.201
5107,TICKET_ID_WAITING_4KOGAN,0.683,0.296,,2.201
5108,TICKET_ID_WAITING_4KOGAN,0.68,0.297,,2.199
5109,TICKET_ID_WAITING_4KOGAN,0.678,0.298,,2.199
5110,TICKET_ID_WAITING_4KOGAN,0.677,0.3,,2.198
5111,TICKET_ID_WAITING_4KOGAN,0.676,0.301,,2.199
5112,TICKET_ID_WAITING_4KOGAN,0.674,0.301,,2.199
5113,TICKET_ID_WAITING_4KOGAN,0.673,0.302,,2.199
5114,TICKET_ID_WAITING_4KOGAN,0.67,0.303,,2.197
5115,TICKET_ID_WAITING_4KOGAN,0.669,0.304,,2.197
5116,TICKET_ID_WAITING_4KOGAN,0.667,0.305,,2.198
5117,TICKET_ID_WAITING_4KOGAN,0.666,0.307,,2.197
5118,TICKET_ID_WAITING_4KOGAN,0.664,0.308,,2.197
5119,TICKET_ID_WAITING_4KOGAN,0.663,0.309,,2.196
5120,TICKET_ID_WAITING_4KOGAN,0.66,0.31,,2.195
5121,TICKET_ID_WAITING_4KOGAN,0.659,0.311,,2.195
5122,TICKET_ID_WAITING_4KOGAN,0.657,0.312,,2.194
5123,TICKET_ID_WAITING_4KOGAN,0.656,0.313,,2.194
5124,TICKET_ID_WAITING_4KOGAN,0.654,0.314,,2.194
5125,TICKET_ID_WAITING_4KOGAN,0.653,0.315,,2.194
5126,TICKET_ID_WAITING_4KOGAN,0.65,0.316,,2.192
5127,TICKET_ID_WAITING_4KOGAN,0.648,0.317,,2.192
5128,TICKET_ID_WAITING_4KOGAN,0.647,0.318,,2.192
5129,TICKET_ID_WAITING_4KOGAN,0.646,0.319,,2.192
5130,TICKET_ID_WAITING_4KOGAN,0.644,0.32,,2.191
5131,TICKET_ID_WAITING_4KOGAN,0.643,0.32,,2.192
5132,TICKET_ID_WAITING_4KOGAN,0.64,0.322,,2.19
5133,TICKET_ID_WAITING_4KOGAN,0.638,0.322,,2.189
5134,TICKET_ID_WAITING_4KOGAN,0.636,0.323,,2.189
5135,TICKET_ID_WAITING_4KOGAN,0.635,0.324,,2.187
5136,TICKET_ID_WAITING_4KOGAN,0.633,0.324,,2.188
5137,TICKET_ID_WAITING_4KOGAN,0.632,0.326,,2.188
5138,TICKET_ID_WAITING_4KOGAN,0.63,0.327,,2.187
5139,TICKET_ID_WAITING_4KOGAN,0.628,0.328,,2.187
5140,TICKET_ID_WAITING_4KOGAN,0.627,0.329,,2.187
5141,TICKET_ID_WAITING_4KOGAN,0.625,0.33,,2.186
5142,TICKET_ID_WAITING_4KOGAN,0.624,0.331,,2.188
5143,TICKET_ID_WAITING_4KOGAN,0.622,0.332,,2.187
5144,TICKET_ID_WAITING_4KOGAN,0.62,0.333,,2.186
5145,TICKET_ID_WAITING_4KOGAN,0.618,0.334,,2.186
5146,TICKET_ID_WAITING_4KOGAN,0.617,0.335,,2.185
5147,TICKET_ID_WAITING_4KOGAN,0.615,0.338,,2.186
5148,TICKET_ID_WAITING_4KOGAN,0.614,0.339,,2.185
5149,TICKET_ID_WAITING_4KOGAN,0.613,0.339,,2.186
5150,TICKET_ID_WAITING_4KOGAN,0.61,0.34,,2.184
5151,TICKET_ID_WAITING_4KOGAN,0.609,0.341,,2.183
5152,TICKET_ID_WAITING_4KOGAN,0.607,0.343,,2.183
5153,TICKET_ID_WAITING_4KOGAN,0.606,0.344,,2.184
5154,TICKET_ID_WAITING_4KOGAN,0.604,0.345,,2.183
5155,TICKET_ID_WAITING_4KOGAN,0.603,0.346,,2.184
5156,TICKET_ID_WAITING_4KOGAN,0.6,0.347,,2.183
5157,TICKET_ID_WAITING_4KOGAN,0.599,0.348,,2.182
5158,TICKET_ID_WAITING_4KOGAN,0.597,0.348,,2.181
5159,TICKET_ID_WAITING_4KOGAN,0.596,0.349,,2.181
5160,TICKET_ID_WAITING_4KOGAN,0.594,0.35,,2.181
5161,TICKET_ID_WAITING_4KOGAN,0.593,0.351,,2.182
5162,TICKET_ID_WAITING_4KOGAN,0.59,0.352,,2.18
5163,TICKET_ID_WAITING_4KOGAN,0.588,0.353,,2.179
5164,TICKET_ID_WAITING_4KOGAN,0.586,0.354,,2.179
5165,TICKET_ID_WAITING_4KOGAN,0.585,0.355,,2.178
5166,TICKET_ID_WAITING_4KOGAN,0.584,0.356,,2.179
5167,TICKET_ID_WAITING_4KOGAN,0.582,0.358,,2.178
5168,TICKET_ID_WAITING_4KOGAN,0.58,0.359,,2.177
5169,TICKET_ID_WAITING_4KOGAN,0.578,0.36,,2.177
5170,TICKET_ID_WAITING_4KOGAN,0.577,0.361,,2.176
5171,TICKET_ID_WAITING_4KOGAN,0.575,0.361,,2.175
5172,TICKET_ID_WAITING_4KOGAN,0.574,0.362,,2.176
5173,TICKET_ID_WAITING_4KOGAN,0.572,0.363,,2.175
5174,TICKET_ID_WAITING_4KOGAN,0.57,0.364,,2.174
5175,TICKET_ID_WAITING_4KOGAN,0.568,0.366,,2.173
5176,TICKET_ID_WAITING_4KOGAN,0.567,0.368,,2.173
5177,TICKET_ID_WAITING_4KOGAN,0.566,0.369,,2.174
5178,TICKET_ID_WAITING_4KOGAN,0.564,0.37,,2.173
5179,TICKET_ID_WAITING_4KOGAN,0.563,0.371,,2.174
5180,TICKET_ID_WAITING_4KOGAN,0.56,0.372,,2.172
5181,TICKET_ID_WAITING_4KOGAN,0.559,0.375,,2.172
5182,TICKET_ID_WAITING_4KOGAN,0.557,0.376,,2.171
5183,TICKET_ID_WAITING_4KOGAN,0.555,0.377,,2.17
5184,TICKET_ID_WAITING_4KOGAN,0.554,0.378,,2.169
5185,TICKET_ID_WAITING_4KOGAN,0.552,0.379,,2.169
5186,TICKET_ID_WAITING_4KOGAN,0.551,0.38,,2.169
5187,TICKET_ID_WAITING_4KOGAN,0.549,0.382,,2.169
5188,TICKET_ID_WAITING_4KOGAN,0.548,0.383,,2.168
5189,TICKET_ID_WAITING_4KOGAN,0.546,0.383,,2.168
5190,TICKET_ID_WAITING_4KOGAN,0.545,0.384,,2.168
5191,TICKET_ID_WAITING_4KOGAN,0.543,0.386,,2.168
5192,TICKET_ID_WAITING_4KOGAN,0.541,0.386,,2.167
5193,TICKET_ID_WAITING_4KOGAN,0.54,0.387,,2.166
5194,TICKET_ID_WAITING_4KOGAN,0.538,0.388,,2.166
5195,TICKET_ID_WAITING_4KOGAN,0.537,0.389,,2.165
5196,TICKET_ID_WAITING_4KOGAN,0.536,0.391,,2.168
5197,TICKET_ID_WAITING_4KOGAN,0.534,0.392,,2.167
5198,TICKET_ID_WAITING_4KOGAN,0.531,0.392,,2.165
5199,TICKET_ID_WAITING_4KOGAN,0.53,0.393,,2.169
5200,TICKET_ID_WAITING_4KOGAN,0.528,0.394,,2.17
5201,TICKET_ID_WAITING_4KOGAN,0.527,0.395,,2.17
5202,TICKET_ID_WAITING_4KOGAN,0.525,0.396,,2.17
5203,TICKET_ID_WAITING_4KOGAN,0.523,0.397,,2.173
5204,TICKET_ID_WAITING_4KOGAN,0.521,0.397,,2.171
5205,TICKET_ID_WAITING_4KOGAN,0.52,0.398,,2.172
5206,TICKET_ID_WAITING_4KOGAN,0.518,0.4,,2.171
5207,TICKET_ID_WAITING_4KOGAN,0.517,0.401,,2.171
5208,TICKET_ID_WAITING_4KOGAN,0.515,0.402,,2.179
5209,TICKET_ID_WAITING_4KOGAN,0.513,0.403,,2.181
5210,TICKET_ID_WAITING_4KOGAN,0.511,0.404,,2.182
5211,TICKET_ID_WAITING_4KOGAN,0.51,0.406,,2.183
5212,TICKET_ID_WAITING_4KOGAN,0.508,0.407,,2.184
5213,TICKET_ID_WAITING_4KOGAN,0.506,0.408,,2.184
5214,TICKET_ID_WAITING_4KOGAN,0.505,0.408,,2.183
5215,TICKET_ID_WAITING_4KOGAN,0.504,0.409,,2.184
5216,TICKET_ID_WAITING_4KOGAN,0.501,0.411,,2.182
5217,TICKET_ID_WAITING_4KOGAN,0.5,0.412,,2.182
5218,TICKET_ID_WAITING_4KOGAN,0.498,0.413,,2.181
5219,TICKET_ID_WAITING_4KOGAN,0.497,0.414,,2.182
5220,TICKET_ID_WAITING_4KOGAN,0.495,0.415,,2.183
5221,TICKET_ID_WAITING_4KOGAN,0.494,0.416,,2.183
5222,TICKET_ID_WAITING_4KOGAN,0.491,0.417,,2.181
5223,TICKET_ID_WAITING_4KOGAN,0.49,0.418,,2.181
5224,TICKET_ID_WAITING_4KOGAN,0.488,0.419,,2.18
5225,TICKET_ID_WAITING_4KOGAN,0.487,0.42,,2.181
5226,TICKET_ID_WAITING_4KOGAN,0.485,0.422,,2.18
5227,TICKET_ID_WAITING_4KOGAN,0.483,0.422,,2.185
5228,TICKET_ID_WAITING_4KOGAN,0.481,0.423,,2.183
5229,TICKET_ID_WAITING_4KOGAN,0.479,0.425,,2.182
5230,TICKET_ID_WAITING_4KOGAN,0.478,0.425,,2.182
5231,TICKET_ID_WAITING_4KOGAN,0.476,0.427,,2.182
5232,TICKET_ID_WAITING_4KOGAN,0.475,0.428,,2.183
5233,TICKET_ID_WAITING_4KOGAN,0.473,0.429,,2.183
5234,TICKET_ID_WAITING_4KOGAN,0.471,0.43,,2.182
5235,TICKET_ID_WAITING_4KOGAN,0.469,0.431,,2.181
5236,TICKET_ID_WAITING_4KOGAN,0.468,0.432,,2.181
5237,TICKET_ID_WAITING_4KOGAN,0.466,0.433,,2.183
5238,TICKET_ID_WAITING_4KOGAN,0.465,0.434,,2.183
5239,TICKET_ID_WAITING_4KOGAN,0.463,0.435,,2.183
5240,TICKET_ID_WAITING_4KOGAN,0.461,0.435,,2.182
5241,TICKET_ID_WAITING_4KOGAN,0.46,0.437,,2.182
5242,TICKET_ID_WAITING_4KOGAN,0.458,0.438,,2.181
5243,TICKET_ID_WAITING_4KOGAN,0.456,0.439,,2.182
5244,TICKET_ID_WAITING_4KOGAN,0.455,0.439,,2.181
5245,TICKET_ID_WAITING_4KOGAN,0.454,0.44,,2.182
5246,TICKET_ID_WAITING_4KOGAN,0.451,0.442,,2.18
5247,TICKET_ID_WAITING_4KOGAN,0.449,0.442,,2.18
5248,TICKET_ID_WAITING_4KOGAN,0.448,0.443,,2.178
5249,TICKET_ID_WAITING_4KOGAN,0.446,0.444,,2.18
5250,TICKET_ID_WAITING_4KOGAN,0.445,0.445,,2.179
5251,TICKET_ID_WAITING_4KOGAN,0.443,0.446,,2.179
5252,TICKET_ID_WAITING_4KOGAN,0.441,0.447,,2.178
5253,TICKET_ID_WAITING_4KOGAN,0.44,0.448,,2.178
5254,TICKET_ID_WAITING_4KOGAN,0.438,0.449,,2.179
5255,TICKET_ID_WAITING_4KOGAN,0.436,0.45,,2.179
5256,TICKET_ID_WAITING_4KOGAN,0.435,0.451,,2.179
5257,TICKET_ID_WAITING_4KOGAN,0.433,0.451,,2.18
5258,TICKET_ID_WAITING_4KOGAN,0.431,0.452,,2.178
5259,TICKET_ID_WAITING_4KOGAN,0.43,0.452,,2.178
5260,TICKET_ID_WAITING_4KOGAN,0.428,0.453,,2.177
5261,TICKET_ID_WAITING_4KOGAN,0.427,0.455,,2.178
5262,TICKET_ID_WAITING_4KOGAN,0.425,0.456,,2.178
5263,TICKET_ID_WAITING_4KOGAN,0.424,0.456,,2.18
5264,TICKET_ID_WAITING_4KOGAN,0.421,0.457,,2.179
5265,TICKET_ID_WAITING_4KOGAN,0.419,0.458,,2.178
5266,TICKET_ID_WAITING_4KOGAN,0.417,0.459,,2.177
5267,TICKET_ID_WAITING_4KOGAN,0.416,0.46,,2.178
5268,TICKET_ID_WAITING_4KOGAN,0.415,0.46,,2.178
5269,TICKET_ID_WAITING_4KOGAN,0.413,0.461,,2.178
5270,TICKET_ID_WAITING_4KOGAN,0.411,0.462,,2.177
5271,TICKET_ID_WAITING_4KOGAN,0.409,0.463,,2.177
5272,TICKET_ID_WAITING_4KOGAN,0.408,0.464,,2.177
5273,TICKET_ID_WAITING_4KOGAN,0.407,0.465,,2.177
5274,TICKET_ID_WAITING_4KOGAN,0.405,0.466,,2.178
5275,TICKET_ID_WAITING_4KOGAN,0.404,0.466,,2.177
5276,TICKET_ID_WAITING_4KOGAN,0.401,0.467,,2.175
5277,TICKET_ID_WAITING_4KOGAN,0.4,0.468,,2.176
5278,TICKET_ID_WAITING_4KOGAN,0.398,0.469,,2.176
5279,TICKET_ID_WAITING_4KOGAN,0.397,0.47,,2.176
5280,TICKET_ID_WAITING_4KOGAN,0.395,0.47,,2.176
5281,TICKET_ID_WAITING_4KOGAN,0.394,0.471,,2.176
5282,TICKET_ID_WAITING_4KOGAN,0.391,0.472,,2.174
5283,TICKET_ID_WAITING_4KOGAN,0.389,0.473,,2.174
5284,TICKET_ID_WAITING_4KOGAN,0.388,0.474,,2.174
5285,TICKET_ID_WAITING_4KOGAN,0.387,0.474,,2.174
5286,TICKET_ID_WAITING_4KOGAN,0.385,0.476,,2.174
5287,TICKET_ID_WAITING_4KOGAN,0.383,0.477,,2.174
5288,TICKET_ID_WAITING_4KOGAN,0.381,0.478,,2.173
5289,TICKET_ID_WAITING_4KOGAN,0.38,0.478,,2.173
5290,TICKET_ID_WAITING_4KOGAN,0.378,0.478,,2.173
5291,TICKET_ID_WAITING_4KOGAN,0.377,0.48,,2.172
5292,TICKET_ID_WAITING_4KOGAN,0.375,0.479,,2.172
5293,TICKET_ID_WAITING_4KOGAN,0.374,0.477,,2.172
5294,TICKET_ID_WAITING_4KOGAN,0.371,0.477,,2.17
5295,TICKET_ID_WAITING_4KOGAN,0.37,0.476,,2.17
5296,TICKET_ID_WAITING_4KOGAN,0.368,0.475,,2.17
5297,TICKET_ID_WAITING_4KOGAN,0.366,0.471,,2.17
5298,TICKET_ID_WAITING_4KOGAN,0.365,0.471,,2.169
5299,TICKET_ID_WAITING_4KOGAN,0.363,0.471,,2.17
5300,TICKET_ID_WAITING_4KOGAN,0.361,0.47,,2.168
5301,TICKET_ID_WAITING_4KOGAN,0.36,0.468,,2.168
5302,TICKET_ID_WAITING_4KOGAN,0.358,0.466,,2.167
5303,TICKET_ID_WAITING_4KOGAN,0.357,0.466,,2.168
5304,TICKET_ID_WAITING_4KOGAN,0.355,0.466,,2.167
5305,TICKET_ID_WAITING_4KOGAN,0.354,0.462,,2.168
5306,TICKET_ID_WAITING_4KOGAN,0.351,0.462,,2.166
5307,TICKET_ID_WAITING_4KOGAN,0.35,0.461,,2.166
5308,TICKET_ID_WAITING_4KOGAN,0.348,0.46,,2.165
5309,TICKET_ID_WAITING_4KOGAN,0.346,0.46,,2.166
5310,TICKET_ID_WAITING_4KOGAN,0.345,0.459,,2.165
5311,TICKET_ID_WAITING_4KOGAN,0.343,0.458,,2.165
5312,TICKET_ID_WAITING_4KOGAN,0.341,0.458,,2.163
5313,TICKET_ID_WAITING_4KOGAN,0.34,0.457,,2.163
5314,TICKET_ID_WAITING_4KOGAN,0.338,0.456,,2.163
5315,TICKET_ID_WAITING_4KOGAN,0.337,0.454,,2.164
5316,TICKET_ID_WAITING_4KOGAN,0.336,0.454,,2.164
5317,TICKET_ID_WAITING_4KOGAN,0.334,0.452,,2.164
5318,TICKET_ID_WAITING_4KOGAN,0.331,0.452,,2.161
5319,TICKET_ID_WAITING_4KOGAN,0.329,0.451,,2.161
5320,TICKET_ID_WAITING_4KOGAN,0.328,0.449,,2.16
5321,TICKET_ID_WAITING_4KOGAN,0.327,0.448,,2.161
5322,TICKET_ID_WAITING_4KOGAN,0.325,0.447,,2.162
5323,TICKET_ID_WAITING_4KOGAN,0.324,0.447,,2.161
5324,TICKET_ID_WAITING_4KOGAN,0.321,0.446,,2.159
5325,TICKET_ID_WAITING_4KOGAN,0.32,0.445,,2.159
5326,TICKET_ID_WAITING_4KOGAN,0.318,0.444,,2.158
5327,TICKET_ID_WAITING_4KOGAN,0.316,0.442,,2.159
5328,TICKET_ID_WAITING_4KOGAN,0.315,0.441,,2.159
5329,TICKET_ID_WAITING_4KOGAN,0.313,0.441,,2.158
5330,TICKET_ID_WAITING_4KOGAN,0.311,0.438,,2.157
5331,TICKET_ID_WAITING_4KOGAN,0.31,0.436,,2.157
5332,TICKET_ID_WAITING_4KOGAN,0.308,0.435,,2.156
5333,TICKET_ID_WAITING_4KOGAN,0.306,0.434,,2.155
5334,TICKET_ID_WAITING_4KOGAN,0.305,0.434,,2.156
5335,TICKET_ID_WAITING_4KOGAN,0.303,0.433,,2.155
5336,TICKET_ID_WAITING_4KOGAN,0.301,0.43,,2.154
5337,TICKET_ID_WAITING_4KOGAN,0.299,0.43,,2.154
5338,TICKET_ID_WAITING_4KOGAN,0.298,0.43,,2.153
5339,TICKET_ID_WAITING_4KOGAN,0.297,0.429,,2.153
5340,TICKET_ID_WAITING_4KOGAN,0.295,0.428,,2.154
5341,TICKET_ID_WAITING_4KOGAN,0.294,0.426,,2.154
5342,TICKET_ID_WAITING_4KOGAN,0.291,0.426,,2.152
5343,TICKET_ID_WAITING_4KOGAN,0.289,0.424,,2.152
5344,TICKET_ID_WAITING_4KOGAN,0.288,0.424,,2.152
5345,TICKET_ID_WAITING_4KOGAN,0.287,0.423,,2.152
5346,TICKET_ID_WAITING_4KOGAN,0.285,0.421,,2.151
