ALGO_TYPE,AUDIT_ID,CCY_CONTRA,CCY_DEALT,COMPOSITE,CP_ACCOUNT,CP_CLIENT,CP_FLOOR,CP_FLOOR_KEY,CP_INSTITUTION,CP_INSTITUTION_KEY,CP_LEI,CP_ROLE,CP_SI_BANK,CP_SI_BANK_ACC,CP_SI_BANK_BIC,CP_SI_BANK_CITYCODE,CP_SI_BANK_LOCATION,CP_SI_CCY,CP_SI_TYPE,CP_TRADER,DATE_MATURITY,DATE_SETTLEMENT,DOMAIN_ID,ECN,EFP_EBS_ORDER_ID,EFP_EXEC_SIDE,EFP_ORDER_ID,END_DATE,EXEC_ID,FP_ACCOUNT,FP_CLIENT,FP_EXEC_SIDE,FP_FLOOR,FP_FLOOR_KEY,FP_INSTITUTION,FP_INSTITUTION_KEY,FP_LEI,FP_ROLE,FP_SIDE,FP_SI_BANK,FP_SI_BANK_ACC,FP_SI_BANK_BIC,FP_SI_BANK_CITYCODE,FP_SI_BANK_LOCATION,FP_SI_CCY,FP_SI_TYPE,FP_TRADER,GENERATION,ID,INSTR_PRODUCT_TYPE,INSTR_SEC_ID,INSTR_SYMBOL,IS_TERM_CCY,LEG_TYPE,MARKET_SEGMENT,PX_ALLIN,PX_BD_BASE,PX_BD_ECOM,PX_BD_TRADER,PX_BD_VENUE,PX_EFFECTIVE,PX_EFFECTIVE_EXP,PX_EXP,PX_FWDP_ALLIN,PX_FWDP_BD_BASE,PX_FWDP_BD_ECOM,PX_FWDP_BD_TRADER,PX_FWDP_BD_VENUE,PX_FWDP_EXP,PX_PRIME_SPREAD,PX_PRIME_SPREAD_EXP,PX_SPOT_ALLIN,PX_SPOT_BD_BASE,PX_SPOT_BD_ECOM,PX_SPOT_BD_TRADER,PX_SPOT_BD_VENUE,PX_SPOT_EXP,PX_SWAP_POINTS,PX_SWAP_POINTS_EXP,QTY_CNTR,QTY_CNTR_EXP,QTY_DEALT,QTY_DEALT_EXP,SPOT_SETTL_DATE,TENOR_TYPE,TENOR_VALUE,TICKET_TYPE,TRADE_DATE,TXN_TIME,VC_PX_ALLIN,VC_PX_EFFECTIVE,VC_PX_FWDP_ALLIN,VC_PX_PRIME_SPREAD,VC_PX_SWAP_POINTS,VC_QTY_CNTR,VC_QTY_DEALT
4,12,JPY,EUR,0,LPRE,,LPRE,4077,ZCBK,927,,E,,,LPRELPRE,,,JPY,0,,,1452643200000,0,2,0100-2700-0007,T,LN2-1446733008758-5,1452643200000,FF0A-0014-0000-1A,LCLH,,T,LCLH,4397,LCLH,1166,,E,0,,,LCLHLCLH,,,EUR,0,LN2,0,FF0A-0014-0000-1A-100000,2,335016427554,EUR/JPY,0,0,4,129220000,0,0,0,0,129220000,-6,-6,0,0,0,0,0,-6,,,129220,0,0,0,0,-3,,,12922000000,-2,1,6,1452816000000,7,1,0,1452643200000,1452680473403,0.12922E3,0.12922E3,0.0,,,0.12922E9,0.1E7
4,18,AUD,EUR,0,LPRN,,LPRN,4167,LPRN,971,,A,,,LPRNLPRN,,,AUD,0,,,1452643200000,0,2,0100-1F00-002C,T,NOSced69fd7-e7d1-4478-af06-e3fe79da7c50,1452643200000,FF0A-0012-0000-2D,LCPJ,,T,LCPJ,3877,LCPJ,944,,E,0,,,LCPJLCPJ,,,EUR,0,MT7,0,FF0A-0012-0000-2D-100000,0,2228354,EUR/AUD,0,0,4,139011,0,0,0,0,139011,-5,-5,,,,,,,,,,,,,,,,,139,-2,1,0,1452816000000,12,1,0,1452643200000,1452680473462,0.139011E1,0.139011E1,,,,0.139E1,0.1E1
4,10,JPY,USD,0,XXYY,,LPRM,4166,LPRM,889,,A,,,LPRMLPRM,,,JPY,0,,,1452643200000,0,2,0100-2700-0009,T,LN2-1446733626696-6,1452643200000,FF0A-0014-0000-1B,LCPN,,T,LCPN,3915,LCPN,948,,E,0,,,LCPNLCPN,,,USD,0,LN2,0,FF0A-0014-0000-1B-100000,2,3332903600157,USD/JPY,0,0,4,119913000,0,0,0,0,119913000,-6,-6,0,0,0,0,0,-6,,,119913,0,0,0,0,-3,,,299782500000,-2,25,6,1452816000000,4,12,0,1452643200000,1452680473387,0.119913E3,0.119913E3,0.0,,,0.2997825E10,0.25E8
4,9,USD,CNH,0,LPRP,,LPRP,4169,LPRP,973,,A,,,LPRPLPRP,,,CNH,0,,,1452643200000,0,2,0100-2400-0028,T,LN2-1446728773277-10,1452643200000,FF0A-0014-0000-0B,LCPN,,T,LCPN,3915,LCPN,948,,E,1,,,LCPNLCPN,,,USD,0,LN9,0,FF0A-0014-0000-0B-100002,3,38280974798520349,USD/CNH,1,2,4,639394000,0,0,0,0,639394000,-8,-8,20100000,0,0,0,0,-8,,,619294,0,0,0,0,-5,20100000,-8,15639809,-2,1,6,1452816000000,4,2,0,1452643200000,1452680473619,0.639394E1,0.639394E1,0.201E0,,0.201E0,0.15639809E6,0.1E7
4,9,USD,CNH,0,LPRP,,LPRP,4169,LPRP,973,,A,,,LPRPLPRP,,,USD,0,,,1452643200000,0,2,0100-2400-0028,T,LN2-1446728773277-10,1452643200000,FF0A-0014-0000-0B,LCPN,,T,LCPN,3915,LCPN,948,,E,0,,,LCPNLCPN,,,CNH,0,LN9,0,FF0A-0014-0000-0B-100001,3,38280974798520349,USD/CNH,1,1,4,619294000,0,0,0,0,619294000,-8,-8,0,0,0,0,0,-8,,,619294,0,0,0,0,-5,20100000,-8,16147419,-2,1,6,1452816000000,12,1,0,1452643200000,1452680473619,0.619294E1,0.619294E1,0.0,,0.201E0,0.16147419E6,0.1E7
4,11,JPY,USD,0,LPRP,,LPRP,4169,LPRP,973,,A,,,LPRPLPRP,,,USD,0,,,1452643200000,0,2,0100-2400-0027,T,LN2-1446727896678-9,1452643200000,FF0A-0014-0000-0A,PL22,,T,PL22,4264,PL22,1133,,C,1,,,PL22PL22,,,JPY,0,LN2,0,FF0A-0014-0000-0A-1CA000,2,575534596125,USD/JPY,0,0,4,119970000,0,0,0,0,119970000,-6,-6,0,0,0,0,0,-6,,,119970,0,0,0,0,-3,,,11997000000,-2,1,6,1452816000000,3,2,2,1452643200000,1452680473395,0.11997E3,0.11997E3,0.0,,,0.11997E9,0.1E7
4,3,GBP,EUR,0,LPRG,,LPRG,4079,ZCSF,963,,E,,,LPRGLPRG,,,GBP,0,,,1452643200000,0,2,0100-1F00-000F,T,NOS88d9159c-2dac-4ddc-853d-3f1a6ba035de,1452643200000,FF0A-0012-0000-24,LCPH,,T,LCPH,3875,LCPH,942,,E,0,,,LCPHLCPH,,,EUR,0,MT1,0,FF0A-0012-0000-24-100000,0,2228359,EUR/GBP,0,0,4,107420,0,0,0,0,107420,-5,-5,,,,,,,,,,,,,,,,,1074200000,-2,1,7,1452816000000,12,1,0,1452643200000,1452680473561,0.10742E1,0.10742E1,,,,0.10742E8,0.1E8
4,13,JPY,EUR,0,LPRF,,LPRF,4078,ZJPM,962,,E,,,LPRFLPRF,,,EUR,0,,,1452643200000,0,2,0100-2500-0005,T,LN2-1446731537258-4,1452643200000,FF0A-0014-0000-16,LCLI,,T,LCLI,4398,LCLI,1167,,E,1,,,LCLILCLI,,,JPY,0,LN0,0,FF0A-0014-0000-16-100000,2,8598913058,EUR/JPY,0,0,4,129200000,0,0,0,0,129200000,-6,-6,40000,0,0,0,0,-6,,,129160,0,0,0,0,-3,,,12920000000,-2,1,6,1452816000000,1,0,0,1452643200000,1452680473412,0.1292E3,0.1292E3,0.4E-1,,,0.1292E9,0.1E7
4,7,JPY,EUR,0,R4J2,,R4J2,4195,R4J2,893,,C,,,R4J2R4J2,,,EUR,0,L14,,1452643200000,0,2,0100-2400-0024,T,LN2-1446727831927-6,1452643200000,FF0A-0014-0000-07,4CRJ,,M,4CRJ,4178,4CRJ,875,,B,1,,,CRJ4CRJ4,,,JPY,0,,0,FF0A-0014-0000-07-1BC002,3,19703626335879202,EUR/JPY,0,2,4,129161000,0,0,0,0,129161000,-6,-6,-50000,0,0,0,0,-6,,,129211,0,0,0,0,-3,-50000,-6,12916100000,-2,1,6,1452816000000,3,1,1,1452643200000,1452680473602,0.129161E3,0.129161E3,-0.5E-1,,-0.5E-1,0.129161E9,0.1E7
4,5,RUB,USD,0,LPDE,,LPDE,4232,LPDE,1080,,A,,,LPDELPDE,,,USD,0,,,1452643200000,0,2,0100-2800-0002,T,IS1-1446734757962-8,1452643200000,FF0A-0014-0000-1F,RA81,,T,RA81,4373,RA81,1056,,C,1,,,RA81RA81,,,RUB,0,RA1,0,FF0A-0014-0000-1F-1CA001,3,1209498352892084253,USD/RUB,0,1,4,52799000,0,0,0,0,52799000,-6,-6,0,0,0,0,0,-6,,,527990,0,0,0,0,-4,-98000,-6,5279900000,-2,1,6,1452816000000,12,1,2,1452643200000,1452680473585,0.52799E2,0.52799E2,0.0,,-0.98E-1,0.52799E8,0.1E7
4,5,RUB,USD,0,LPDE,,LPDE,4232,LPDE,1080,,A,,,LPDELPDE,,,RUB,0,,,1452643200000,0,2,0100-2800-0002,T,IS1-1446734757962-8,1452643200000,FF0A-0014-0000-1F,RA81,,T,RA81,4373,RA81,1056,,C,0,,,RA81RA81,,,USD,0,RA1,0,FF0A-0014-0000-1F-1CA002,3,1209498352892084253,USD/RUB,0,2,4,52701000,0,0,0,0,52701000,-6,-6,-98000,0,0,0,0,-6,,,527990,0,0,0,0,-4,-98000,-6,5270100000,-2,1,6,1452816000000,20,0,2,1452643200000,1452680473585,0.52701E2,0.52701E2,-0.98E-1,,-0.98E-1,0.52701E8,0.1E7
